+1 1:26 2:17 3:0 4:0 5:1 6:2
+1 1:33 2:12 3:3 4:2 5:1 6:0
+1 1:45 2:16 3:1 4:0 5:3 6:1
+1 1:40 2:27 3:4 4:3 5:2 6:0
+1 1:13 2:17 3:0 4:3 5:0 6:1
+1 1:24 2:19 3:1 4:0 5:6 6:1
+1 1:45 2:29 3:0 4:0 5:0 6:0
+1 1:23 2:26 3:1 4:3 5:3 6:0
+1 1:44 2:25 3:1 4:0 5:0 6:0
+1 1:41 2:48 3:1 4:3 5:3 6:2
+1 1:51 2:55 3:0 4:5 5:1 6:3
+1 1:38 2:18 3:2 4:0 5:4 6:0
+1 1:42 2:18 3:0 4:0 5:0 6:0
+1 1:91 2:47 3:2 4:0 5:9 6:0
+1 1:29 2:35 3:1 4:2 5:3 6:2
+1 1:34 2:33 3:3 4:2 5:0 6:0
+1 1:18 2:19 3:0 4:0 5:2 6:0
+1 1:25 2:29 3:0 4:0 5:1 6:1
+1 1:64 2:48 3:2 4:2 5:1 6:0
+1 1:23 2:21 3:0 4:2 5:2 6:1
+1 1:16 2:7 3:1 4:0 5:1 6:0
+1 1:22 2:26 3:2 4:3 5:2 6:0
+1 1:44 2:45 3:2 4:1 5:1 6:0
+1 1:43 2:31 3:1 4:3 5:3 6:1
+1 1:28 2:9 3:0 4:0 5:1 6:2
+1 1:32 2:22 3:0 4:2 5:0 6:0
+1 1:40 2:17 3:0 4:0 5:4 6:0
+1 1:61 2:46 3:1 4:0 5:4 6:5
+1 1:16 2:20 3:5 4:2 5:1 6:1
+1 1:29 2:48 3:0 4:1 5:2 6:0
+1 1:44 2:23 3:2 4:0 5:0 6:1
+1 1:42 2:15 3:0 4:0 5:3 6:0
+1 1:21 2:24 3:1 4:1 5:2 6:2
+1 1:45 2:37 3:0 4:2 5:8 6:0
+1 1:29 2:26 3:4 4:0 5:0 6:0
+1 1:32 2:17 3:1 4:1 5:1 6:0
+1 1:17 2:10 3:0 4:2 5:5 6:1
+1 1:19 2:14 3:6 4:0 5:3 6:0
+1 1:82 2:36 3:0 4:0 5:2 6:0
+1 1:44 2:25 3:1 4:1 5:0 6:0
+1 1:60 2:35 3:0 4:1 5:5 6:2
+1 1:46 2:23 3:3 4:0 5:0 6:0
+1 1:42 2:11 3:4 4:1 5:3 6:0
+1 1:66 2:46 3:0 4:1 5:1 6:1
+1 1:20 2:10 3:1 4:0 5:0 6:1
+1 1:48 2:33 3:6 4:1 5:2 6:1
+1 1:41 2:36 3:1 4:1 5:2 6:0
+1 1:55 2:41 3:1 4:0 5:1 6:2
+1 1:46 2:55 3:0 4:0 5:0 6:2
+1 1:10 2:13 3:0 4:4 5:1 6:1
+1 1:52 2:28 3:6 4:5 5:2 6:2
+1 1:44 2:27 3:0 4:2 5:0 6:0
+1 1:39 2:24 3:2 4:0 5:4 6:0
+1 1:54 2:37 3:1 4:0 5:2 6:0
+1 1:61 2:37 3:0 4:1 5:4 6:0
+1 1:66 2:55 3:0 4:0 5:3 6:0
+1 1:23 2:20 3:1 4:0 5:2 6:0
+1 1:38 2:63 3:1 4:0 5:0 6:6
+1 1:53 2:43 3:1 4:0 5:2 6:0
+1 1:75 2:77 3:0 4:0 5:0 6:0
+1 1:35 2:12 3:8 4:2 5:10 6:4
+1 1:54 2:30 3:6 4:4 5:8 6:0
+1 1:24 2:23 3:1 4:0 5:2 6:0
+1 1:86 2:59 3:3 4:1 5:2 6:0
+1 1:36 2:22 3:3 4:1 5:8 6:0
+1 1:64 2:54 3:0 4:0 5:0 6:0
+1 1:39 2:37 3:0 4:0 5:10 6:2
+1 1:23 2:17 3:2 4:1 5:5 6:0
+1 1:54 2:46 3:3 4:3 5:0 6:0
+1 1:48 2:55 3:1 4:3 5:5 6:0
+1 1:47 2:21 3:0 4:3 5:0 6:0
+1 1:27 2:27 3:0 4:0 5:0 6:2
+1 1:23 2:22 3:1 4:0 5:0 6:2
+1 1:27 2:20 3:2 4:2 5:0 6:0
+1 1:49 2:60 3:0 4:0 5:2 6:5
+1 1:33 2:26 3:1 4:0 5:0 6:1
+1 1:85 2:80 3:3 4:1 5:3 6:0
+1 1:12 2:14 3:0 4:0 5:0 6:0
+1 1:64 2:39 3:1 4:0 5:1 6:1
+1 1:31 2:17 3:1 4:0 5:0 6:0
+1 1:39 2:18 3:0 4:2 5:0 6:0
+1 1:85 2:52 3:0 4:0 5:0 6:3
+1 1:72 2:40 3:4 4:0 5:3 6:4
+1 1:58 2:25 3:3 4:1 5:3 6:0
+1 1:9 2:13 3:0 4:0 5:4 6:1
+1 1:62 2:53 3:0 4:0 5:2 6:1
+1 1:54 2:20 3:1 4:1 5:2 6:0
+1 1:7 2:2 3:1 4:0 5:2 6:0
+1 1:54 2:39 3:1 4:2 5:2 6:1
+1 1:54 2:38 3:4 4:5 5:1 6:1
+1 1:43 2:27 3:4 4:0 5:0 6:0
+1 1:80 2:38 3:1 4:2 5:0 6:0
+1 1:42 2:15 3:1 4:1 5:3 6:0
+1 1:66 2:29 3:0 4:1 5:2 6:0
+1 1:24 2:19 3:0 4:0 5:2 6:0
+1 1:43 2:32 3:0 4:2 5:1 6:6
+1 1:42 2:19 3:0 4:0 5:5 6:5
+1 1:43 2:40 3:0 4:1 5:4 6:1
+1 1:53 2:36 3:1 4:7 5:3 6:3
+1 1:28 2:7 3:1 4:0 5:1 6:0
+1 1:18 2:8 3:2 4:0 5:0 6:0
+1 1:50 2:31 3:6 4:3 5:5 6:0
+1 1:36 2:21 3:2 4:1 5:4 6:1
+1 1:37 2:23 3:0 4:0 5:0 6:0
+1 1:51 2:41 3:2 4:7 5:4 6:0
+1 1:76 2:25 3:1 4:1 5:6 6:0
+1 1:39 2:22 3:0 4:2 5:2 6:0
+1 1:62 2:55 3:2 4:0 5:4 6:0
+1 1:26 2:32 3:0 4:1 5:2 6:0
+1 1:29 2:55 3:0 4:5 5:4 6:7
+1 1:63 2:43 3:0 4:1 5:3 6:0
+1 1:62 2:32 3:1 4:0 5:3 6:0
+1 1:48 2:18 3:0 4:0 5:1 6:0
+1 1:53 2:29 3:5 4:0 5:4 6:0
+1 1:46 2:28 3:0 4:6 5:0 6:0
+1 1:41 2:32 3:7 4:4 5:2 6:4
+1 1:95 2:56 3:1 4:4 5:6 6:0
+1 1:58 2:30 3:0 4:2 5:1 6:2
+1 1:49 2:39 3:3 4:0 5:3 6:3
+1 1:30 2:8 3:1 4:3 5:8 6:0
+1 1:55 2:26 3:0 4:2 5:0 6:0
+1 1:17 2:17 3:0 4:2 5:1 6:0
+1 1:73 2:53 3:0 4:1 5:5 6:1
+1 1:32 2:19 3:0 4:3 5:3 6:2
+1 1:85 2:72 3:2 4:0 5:4 6:3
+1 1:44 2:40 3:0 4:5 5:5 6:1
+1 1:18 2:11 3:3 4:1 5:1 6:0
+1 1:74 2:58 3:2 4:3 5:0 6:0
+1 1:34 2:27 3:1 4:3 5:3 6:0
+1 1:30 2:16 3:0 4:1 5:1 6:1
+1 1:23 2:24 3:2 4:1 5:3 6:2
+1 1:40 2:22 3:0 4:0 5:0 6:0
+1 1:55 2:33 3:2 4:0 5:0 6:2
+1 1:17 2:10 3:3 4:0 5:0 6:0
+1 1:102 2:49 3:1 4:1 5:5 6:5
+1 1:80 2:54 3:0 4:2 5:0 6:0
+1 1:26 2:20 3:2 4:3 5:0 6:3
+1 1:27 2:16 3:0 4:0 5:0 6:0
+1 1:43 2:26 3:1 4:0 5:0 6:2
+1 1:57 2:37 3:4 4:2 5:2 6:1
+1 1:73 2:70 3:1 4:1 5:0 6:1
+1 1:40 2:37 3:1 4:0 5:1 6:0
+1 1:45 2:48 3:2 4:0 5:1 6:2
+1 1:47 2:49 3:1 4:1 5:1 6:5
+1 1:51 2:41 3:1 4:2 5:0 6:0
+1 1:30 2:16 3:3 4:0 5:0 6:0
+1 1:24 2:31 3:0 4:0 5:4 6:0
+1 1:28 2:20 3:0 4:1 5:0 6:0
+1 1:50 2:38 3:1 4:0 5:2 6:1
+1 1:34 2:27 3:1 4:4 5:1 6:3
+1 1:34 2:25 3:2 4:2 5:1 6:1
+1 1:40 2:20 3:2 4:0 5:1 6:0
+1 1:61 2:70 3:0 4:0 5:0 6:2
+1 1:36 2:19 3:4 4:7 5:3 6:0
+1 1:54 2:18 3:1 4:0 5:6 6:2
+1 1:16 2:10 3:1 4:0 5:0 6:0
+1 1:11 2:5 3:0 4:2 5:1 6:2
+1 1:34 2:25 3:7 4:4 5:3 6:0
+1 1:35 2:18 3:1 4:1 5:0 6:0
+1 1:33 2:14 3:0 4:0 5:2 6:1
+1 1:26 2:21 3:5 4:4 5:0 6:0
+1 1:38 2:27 3:0 4:2 5:2 6:1
+1 1:56 2:9 3:0 4:0 5:3 6:0
+1 1:39 2:68 3:2 4:2 5:2 6:0
+1 1:55 2:38 3:0 4:3 5:1 6:0
+1 1:45 2:38 3:0 4:4 5:3 6:0
+1 1:36 2:19 3:2 4:0 5:6 6:0
+1 1:36 2:35 3:3 4:1 5:0 6:1
+1 1:17 2:8 3:2 4:2 5:2 6:0
+1 1:60 2:29 3:1 4:2 5:2 6:1
+1 1:41 2:16 3:0 4:0 5:1 6:0
+1 1:26 2:26 3:1 4:1 5:5 6:0
+1 1:69 2:34 3:2 4:2 5:4 6:3
+1 1:34 2:22 3:1 4:1 5:0 6:0
+1 1:38 2:26 3:2 4:2 5:2 6:0
+1 1:64 2:41 3:1 4:2 5:1 6:0
+1 1:59 2:31 3:3 4:0 5:3 6:0
+1 1:42 2:23 3:4 4:0 5:2 6:0
+1 1:51 2:42 3:0 4:2 5:0 6:0
+1 1:15 2:8 3:2 4:0 5:2 6:1
+1 1:47 2:35 3:0 4:2 5:0 6:0
+1 1:43 2:21 3:0 4:2 5:0 6:0
+1 1:44 2:17 3:2 4:1 5:5 6:0
+1 1:49 2:34 3:0 4:0 5:2 6:4
+1 1:25 2:22 3:1 4:4 5:0 6:1
+1 1:28 2:25 3:0 4:1 5:5 6:0
+1 1:51 2:38 3:0 4:1 5:6 6:0
+1 1:37 2:22 3:1 4:1 5:0 6:0
+1 1:43 2:27 3:1 4:1 5:1 6:1
+1 1:46 2:25 3:1 4:5 5:4 6:0
+1 1:60 2:36 3:0 4:0 5:5 6:1
+1 1:26 2:19 3:1 4:2 5:4 6:1
+1 1:26 2:26 3:1 4:0 5:0 6:0
+1 1:47 2:42 3:4 4:2 5:0 6:2
+1 1:24 2:2 3:0 4:0 5:3 6:0
+1 1:40 2:24 3:0 4:0 5:2 6:0
+1 1:42 2:59 3:7 4:1 5:2 6:4
+1 1:15 2:18 3:0 4:1 5:2 6:0
+1 1:41 2:53 3:1 4:0 5:4 6:1
+1 1:10 2:20 3:0 4:1 5:3 6:0
+1 1:58 2:45 3:1 4:1 5:5 6:2
+1 1:13 2:16 3:3 4:4 5:0 6:1
+1 1:42 2:41 3:1 4:3 5:4 6:2
+1 1:38 2:41 3:3 4:1 5:0 6:0
+1 1:51 2:25 3:2 4:0 5:0 6:0
+1 1:65 2:34 3:1 4:1 5:3 6:0
+1 1:44 2:46 3:0 4:0 5:5 6:1
+1 1:21 2:9 3:1 4:0 5:3 6:1
+1 1:73 2:52 3:0 4:0 5:2 6:0
+1 1:32 2:29 3:1 4:1 5:3 6:0
+1 1:11 2:8 3:1 4:2 5:0 6:0
+1 1:35 2:21 3:2 4:0 5:3 6:0
+1 1:40 2:15 3:2 4:1 5:1 6:4
+1 1:37 2:19 3:3 4:1 5:0 6:0
+1 1:41 2:38 3:1 4:0 5:3 6:2
+1 1:38 2:25 3:2 4:0 5:2 6:4
+1 1:61 2:56 3:8 4:3 5:1 6:0
+1 1:39 2:22 3:0 4:1 5:0 6:0
+1 1:84 2:63 3:2 4:2 5:3 6:0
+1 1:37 2:28 3:0 4:0 5:2 6:0
+1 1:46 2:35 3:0 4:0 5:3 6:4
+1 1:57 2:36 3:2 4:1 5:0 6:1
+1 1:59 2:12 3:0 4:0 5:4 6:0
+1 1:29 2:8 3:0 4:2 5:1 6:0
+1 1:37 2:37 3:3 4:0 5:1 6:1
+1 1:18 2:14 3:2 4:0 5:0 6:0
+1 1:30 2:20 3:2 4:1 5:0 6:3
+1 1:40 2:38 3:4 4:1 5:2 6:0
+1 1:74 2:55 3:2 4:0 5:1 6:0
+1 1:66 2:23 3:6 4:2 5:0 6:0
+1 1:33 2:41 3:0 4:0 5:0 6:0
+1 1:23 2:18 3:2 4:1 5:0 6:0
+1 1:20 2:13 3:1 4:0 5:5 6:1
+1 1:43 2:30 3:0 4:3 5:3 6:1
+1 1:41 2:63 3:0 4:2 5:1 6:2
+1 1:32 2:14 3:2 4:1 5:0 6:0
+1 1:31 2:16 3:1 4:1 5:1 6:0
+1 1:21 2:23 3:2 4:2 5:0 6:4
+1 1:28 2:22 3:0 4:2 5:2 6:0
+1 1:45 2:44 3:2 4:0 5:1 6:0
+1 1:61 2:46 3:2 4:0 5:5 6:0
+1 1:41 2:25 3:0 4:1 5:0 6:0
+1 1:71 2:69 3:2 4:0 5:2 6:0
+1 1:68 2:52 3:3 4:0 5:1 6:0
+1 1:49 2:43 3:1 4:3 5:0 6:3
+1 1:50 2:35 3:1 4:1 5:2 6:1
+1 1:73 2:64 3:6 4:3 5:6 6:3
+1 1:58 2:32 3:4 4:3 5:0 6:0
+1 1:36 2:33 3:0 4:1 5:5 6:2
+1 1:77 2:67 3:1 4:0 5:0 6:0
+1 1:29 2:22 3:2 4:0 5:7 6:3
+1 1:29 2:10 3:3 4:0 5:2 6:1
+1 1:63 2:62 3:0 4:1 5:1 6:1
+1 1:26 2:25 3:2 4:1 5:0 6:0
+1 1:34 2:16 3:0 4:2 5:2 6:0
+1 1:46 2:23 3:3 4:1 5:5 6:1
+1 1:27 2:21 3:3 4:0 5:0 6:0
+1 1:28 2:16 3:0 4:1 5:1 6:1
+1 1:51 2:23 3:5 4:0 5:1 6:1
+1 1:30 2:11 3:2 4:0 5:2 6:0
+1 1:65 2:37 3:1 4:0 5:4 6:0
+1 1:54 2:39 3:1 4:3 5:2 6:0
+1 1:41 2:43 3:1 4:1 5:2 6:3
+1 1:59 2:23 3:2 4:4 5:1 6:0
+1 1:38 2:48 3:3 4:2 5:0 6:0
+1 1:50 2:42 3:0 4:2 5:0 6:0
+1 1:25 2:20 3:0 4:0 5:7 6:3
+1 1:44 2:24 3:0 4:1 5:1 6:2
+1 1:62 2:59 3:3 4:4 5:1 6:1
+1 1:46 2:43 3:0 4:0 5:1 6:1
+1 1:56 2:25 3:5 4:1 5:1 6:0
+1 1:41 2:33 3:2 4:0 5:0 6:3
+1 1:30 2:13 3:2 4:0 5:0 6:1
+1 1:48 2:46 3:1 4:1 5:0 6:0
+1 1:46 2:51 3:0 4:1 5:4 6:2
+1 1:49 2:27 3:1 4:2 5:5 6:2
+1 1:66 2:71 3:3 4:1 5:3 6:0
+1 1:53 2:43 3:2 4:4 5:1 6:0
+1 1:31 2:9 3:3 4:4 5:2 6:0
+1 1:44 2:29 3:3 4:1 5:0 6:2
+1 1:21 2:15 3:2 4:1 5:1 6:1
+1 1:41 2:21 3:5 4:4 5:0 6:0
+1 1:57 2:34 3:2 4:1 5:0 6:0
+1 1:50 2:37 3:2 4:2 5:1 6:4
+1 1:56 2:22 3:4 4:2 5:1 6:0
+1 1:38 2:25 3:0 4:0 5:0 6:0
+1 1:38 2:22 3:0 4:0 5:1 6:0
+1 1:31 2:15 3:1 4:1 5:0 6:0
+1 1:29 2:39 3:2 4:6 5:2 6:0
+1 1:46 2:50 3:0 4:2 5:2 6:1
+1 1:49 2:34 3:1 4:4 5:2 6:1
+1 1:21 2:22 3:3 4:1 5:2 6:0
+1 1:49 2:13 3:4 4:1 5:2 6:0
+1 1:28 2:35 3:4 4:4 5:0 6:0
+1 1:48 2:50 3:1 4:1 5:4 6:0
+1 1:66 2:42 3:0 4:0 5:5 6:2
+1 1:31 2:24 3:4 4:7 5:6 6:2
+1 1:58 2:61 3:7 4:2 5:0 6:5
+1 1:25 2:22 3:0 4:2 5:3 6:2
+1 1:60 2:43 3:1 4:0 5:3 6:4
+1 1:16 2:11 3:0 4:0 5:1 6:1
+1 1:44 2:27 3:3 4:2 5:0 6:0
+1 1:28 2:30 3:2 4:1 5:3 6:0
+1 1:44 2:38 3:2 4:2 5:3 6:0
+1 1:47 2:40 3:2 4:2 5:1 6:0
+1 1:16 2:29 3:0 4:1 5:0 6:0
+1 1:38 2:28 3:1 4:3 5:1 6:0
+1 1:54 2:39 3:1 4:3 5:2 6:0
+1 1:85 2:62 3:2 4:0 5:6 6:0
+1 1:47 2:45 3:0 4:0 5:0 6:0
+1 1:69 2:47 3:5 4:0 5:2 6:3
+1 1:41 2:36 3:1 4:3 5:1 6:1
+1 1:64 2:93 3:3 4:3 5:1 6:2
+1 1:73 2:86 3:7 4:4 5:0 6:6
+1 1:45 2:47 3:0 4:3 5:1 6:0
+1 1:79 2:54 3:5 4:1 5:0 6:2
+1 1:83 2:32 3:1 4:2 5:3 6:1
+1 1:31 2:28 3:1 4:0 5:5 6:2
+1 1:50 2:49 3:1 4:4 5:3 6:1
+1 1:66 2:67 3:0 4:2 5:4 6:1
+1 1:21 2:11 3:0 4:0 5:4 6:1
+1 1:24 2:30 3:0 4:2 5:2 6:3
+1 1:28 2:16 3:1 4:1 5:3 6:0
+1 1:50 2:40 3:1 4:0 5:3 6:0
+1 1:28 2:10 3:1 4:0 5:2 6:0
