85 , 46 , 6 , 3 , 11 , 2 , pos
51 , 24 , 14 , 2 , 5 , 0 , pos
19 , 14 , 1 , 0 , 0 , 0 , pos
75 , 44 , 0 , 0 , 3 , 4 , pos
45 , 21 , 0 , 1 , 1 , 1 , pos
48 , 31 , 0 , 1 , 0 , 0 , pos
39 , 21 , 2 , 1 , 3 , 0 , pos
44 , 35 , 3 , 5 , 0 , 0 , pos
40 , 18 , 1 , 0 , 1 , 0 , pos
26 , 14 , 0 , 0 , 0 , 0 , pos
48 , 35 , 4 , 0 , 5 , 0 , pos
45 , 19 , 0 , 0 , 0 , 0 , pos
40 , 23 , 2 , 0 , 4 , 1 , pos
30 , 19 , 2 , 0 , 2 , 0 , pos
25 , 17 , 2 , 0 , 2 , 1 , pos
64 , 29 , 1 , 3 , 0 , 0 , pos
35 , 36 , 2 , 0 , 0 , 0 , pos
62 , 22 , 3 , 0 , 3 , 0 , pos
19 , 6 , 0 , 0 , 1 , 0 , pos
87 , 61 , 0 , 0 , 0 , 0 , pos
132 , 51 , 0 , 0 , 5 , 1 , pos
54 , 21 , 0 , 1 , 0 , 0 , pos
45 , 34 , 0 , 2 , 2 , 0 , pos
57 , 28 , 0 , 0 , 5 , 1 , pos
47 , 37 , 1 , 0 , 3 , 0 , pos
40 , 31 , 0 , 2 , 1 , 0 , pos
75 , 58 , 0 , 0 , 6 , 1 , pos
21 , 26 , 0 , 2 , 2 , 0 , pos
47 , 32 , 2 , 0 , 5 , 1 , pos
24 , 34 , 0 , 0 , 1 , 2 , pos
23 , 18 , 8 , 0 , 1 , 0 , pos
37 , 19 , 1 , 1 , 0 , 1 , pos
38 , 26 , 4 , 3 , 4 , 1 , pos
26 , 22 , 0 , 0 , 0 , 0 , pos
50 , 45 , 4 , 0 , 3 , 1 , pos
44 , 25 , 1 , 2 , 0 , 0 , pos
27 , 28 , 2 , 0 , 1 , 0 , pos
40 , 29 , 1 , 0 , 1 , 1 , pos
42 , 22 , 0 , 0 , 3 , 0 , pos
31 , 20 , 3 , 1 , 1 , 0 , pos
42 , 21 , 0 , 0 , 3 , 0 , pos
14 , 19 , 1 , 1 , 1 , 2 , pos
37 , 22 , 3 , 2 , 0 , 2 , pos
51 , 35 , 0 , 0 , 4 , 0 , pos
47 , 29 , 3 , 6 , 1 , 0 , pos
30 , 20 , 0 , 0 , 1 , 0 , pos
28 , 29 , 0 , 1 , 0 , 0 , pos
44 , 28 , 1 , 1 , 5 , 2 , pos
40 , 16 , 2 , 4 , 2 , 1 , pos
42 , 17 , 1 , 1 , 1 , 1 , pos
26 , 17 , 0 , 0 , 1 , 2 , pos
33 , 12 , 3 , 2 , 1 , 0 , pos
45 , 16 , 1 , 0 , 3 , 1 , pos
40 , 27 , 4 , 3 , 2 , 0 , pos
13 , 17 , 0 , 3 , 0 , 1 , pos
24 , 19 , 1 , 0 , 6 , 1 , pos
45 , 29 , 0 , 0 , 0 , 0 , pos
23 , 26 , 1 , 3 , 3 , 0 , pos
44 , 25 , 1 , 0 , 0 , 0 , pos
41 , 48 , 1 , 3 , 3 , 2 , pos
51 , 55 , 0 , 5 , 1 , 3 , pos
38 , 18 , 2 , 0 , 4 , 0 , pos
42 , 18 , 0 , 0 , 0 , 0 , pos
91 , 47 , 2 , 0 , 9 , 0 , pos
29 , 35 , 1 , 2 , 3 , 2 , pos
34 , 33 , 3 , 2 , 0 , 0 , pos
18 , 19 , 0 , 0 , 2 , 0 , pos
25 , 29 , 0 , 0 , 1 , 1 , pos
64 , 48 , 2 , 2 , 1 , 0 , pos
23 , 21 , 0 , 2 , 2 , 1 , pos
16 , 7 , 1 , 0 , 1 , 0 , pos
22 , 26 , 2 , 3 , 2 , 0 , pos
44 , 45 , 2 , 1 , 1 , 0 , pos
43 , 31 , 1 , 3 , 3 , 1 , pos
28 , 9 , 0 , 0 , 1 , 2 , pos
32 , 22 , 0 , 2 , 0 , 0 , pos
40 , 17 , 0 , 0 , 4 , 0 , pos
61 , 46 , 1 , 0 , 4 , 5 , pos
16 , 20 , 5 , 2 , 1 , 1 , pos
29 , 48 , 0 , 1 , 2 , 0 , pos
44 , 23 , 2 , 0 , 0 , 1 , pos
42 , 15 , 0 , 0 , 3 , 0 , pos
21 , 24 , 1 , 1 , 2 , 2 , pos
45 , 37 , 0 , 2 , 8 , 0 , pos
29 , 26 , 4 , 0 , 0 , 0 , pos
32 , 17 , 1 , 1 , 1 , 0 , pos
17 , 10 , 0 , 2 , 5 , 1 , pos
19 , 14 , 6 , 0 , 3 , 0 , pos
82 , 36 , 0 , 0 , 2 , 0 , pos
44 , 25 , 1 , 1 , 0 , 0 , pos
60 , 35 , 0 , 1 , 5 , 2 , pos
46 , 23 , 3 , 0 , 0 , 0 , pos
42 , 11 , 4 , 1 , 3 , 0 , pos
66 , 46 , 0 , 1 , 1 , 1 , pos
20 , 10 , 1 , 0 , 0 , 1 , pos
48 , 33 , 6 , 1 , 2 , 1 , pos
41 , 36 , 1 , 1 , 2 , 0 , pos
55 , 41 , 1 , 0 , 1 , 2 , pos
46 , 55 , 0 , 0 , 0 , 2 , pos
10 , 13 , 0 , 4 , 1 , 1 , pos
52 , 28 , 6 , 5 , 2 , 2 , pos
44 , 27 , 0 , 2 , 0 , 0 , pos
39 , 24 , 2 , 0 , 4 , 0 , pos
54 , 37 , 1 , 0 , 2 , 0 , pos
61 , 37 , 0 , 1 , 4 , 0 , pos
66 , 55 , 0 , 0 , 3 , 0 , pos
23 , 20 , 1 , 0 , 2 , 0 , pos
38 , 63 , 1 , 0 , 0 , 6 , pos
53 , 43 , 1 , 0 , 2 , 0 , pos
75 , 77 , 0 , 0 , 0 , 0 , pos
35 , 12 , 8 , 2 , 10 , 4 , pos
54 , 30 , 6 , 4 , 8 , 0 , pos
24 , 23 , 1 , 0 , 2 , 0 , pos
86 , 59 , 3 , 1 , 2 , 0 , pos
36 , 22 , 3 , 1 , 8 , 0 , pos
64 , 54 , 0 , 0 , 0 , 0 , pos
39 , 37 , 0 , 0 , 10 , 2 , pos
23 , 17 , 2 , 1 , 5 , 0 , pos
54 , 46 , 3 , 3 , 0 , 0 , pos
48 , 55 , 1 , 3 , 5 , 0 , pos
47 , 21 , 0 , 3 , 0 , 0 , pos
27 , 27 , 0 , 0 , 0 , 2 , pos
23 , 22 , 1 , 0 , 0 , 2 , pos
27 , 20 , 2 , 2 , 0 , 0 , pos
49 , 60 , 0 , 0 , 2 , 5 , pos
33 , 26 , 1 , 0 , 0 , 1 , pos
85 , 80 , 3 , 1 , 3 , 0 , pos
12 , 14 , 0 , 0 , 0 , 0 , pos
64 , 39 , 1 , 0 , 1 , 1 , pos
31 , 17 , 1 , 0 , 0 , 0 , pos
39 , 18 , 0 , 2 , 0 , 0 , pos
85 , 52 , 0 , 0 , 0 , 3 , pos
72 , 40 , 4 , 0 , 3 , 4 , pos
58 , 25 , 3 , 1 , 3 , 0 , pos
9 , 13 , 0 , 0 , 4 , 1 , pos
62 , 53 , 0 , 0 , 2 , 1 , pos
54 , 20 , 1 , 1 , 2 , 0 , pos
7 , 2 , 1 , 0 , 2 , 0 , pos
54 , 39 , 1 , 2 , 2 , 1 , pos
54 , 38 , 4 , 5 , 1 , 1 , pos
43 , 27 , 4 , 0 , 0 , 0 , pos
80 , 38 , 1 , 2 , 0 , 0 , pos
42 , 15 , 1 , 1 , 3 , 0 , pos
66 , 29 , 0 , 1 , 2 , 0 , pos
24 , 19 , 0 , 0 , 2 , 0 , pos
43 , 32 , 0 , 2 , 1 , 6 , pos
42 , 19 , 0 , 0 , 5 , 5 , pos
43 , 40 , 0 , 1 , 4 , 1 , pos
53 , 36 , 1 , 7 , 3 , 3 , pos
28 , 7 , 1 , 0 , 1 , 0 , pos
18 , 8 , 2 , 0 , 0 , 0 , pos
50 , 31 , 6 , 3 , 5 , 0 , pos
36 , 21 , 2 , 1 , 4 , 1 , pos
37 , 23 , 0 , 0 , 0 , 0 , pos
51 , 41 , 2 , 7 , 4 , 0 , pos
76 , 25 , 1 , 1 , 6 , 0 , pos
39 , 22 , 0 , 2 , 2 , 0 , pos
62 , 55 , 2 , 0 , 4 , 0 , pos
26 , 32 , 0 , 1 , 2 , 0 , pos
29 , 55 , 0 , 5 , 4 , 7 , pos
63 , 43 , 0 , 1 , 3 , 0 , pos
62 , 32 , 1 , 0 , 3 , 0 , pos
48 , 18 , 0 , 0 , 1 , 0 , pos
53 , 29 , 5 , 0 , 4 , 0 , pos
46 , 28 , 0 , 6 , 0 , 0 , pos
41 , 32 , 7 , 4 , 2 , 4 , pos
95 , 56 , 1 , 4 , 6 , 0 , pos
58 , 30 , 0 , 2 , 1 , 2 , pos
49 , 39 , 3 , 0 , 3 , 3 , pos
30 , 8 , 1 , 3 , 8 , 0 , pos
55 , 26 , 0 , 2 , 0 , 0 , pos
17 , 17 , 0 , 2 , 1 , 0 , pos
73 , 53 , 0 , 1 , 5 , 1 , pos
32 , 19 , 0 , 3 , 3 , 2 , pos
85 , 72 , 2 , 0 , 4 , 3 , pos
44 , 40 , 0 , 5 , 5 , 1 , pos
18 , 11 , 3 , 1 , 1 , 0 , pos
74 , 58 , 2 , 3 , 0 , 0 , pos
34 , 27 , 1 , 3 , 3 , 0 , pos
30 , 16 , 0 , 1 , 1 , 1 , pos
23 , 24 , 2 , 1 , 3 , 2 , pos
40 , 22 , 0 , 0 , 0 , 0 , pos
55 , 33 , 2 , 0 , 0 , 2 , pos
17 , 10 , 3 , 0 , 0 , 0 , pos
102 , 49 , 1 , 1 , 5 , 5 , pos
80 , 54 , 0 , 2 , 0 , 0 , pos
26 , 20 , 2 , 3 , 0 , 3 , pos
27 , 16 , 0 , 0 , 0 , 0 , pos
43 , 26 , 1 , 0 , 0 , 2 , pos
57 , 37 , 4 , 2 , 2 , 1 , pos
73 , 70 , 1 , 1 , 0 , 1 , pos
40 , 37 , 1 , 0 , 1 , 0 , pos
45 , 48 , 2 , 0 , 1 , 2 , pos
47 , 49 , 1 , 1 , 1 , 5 , pos
51 , 41 , 1 , 2 , 0 , 0 , pos
30 , 16 , 3 , 0 , 0 , 0 , pos
24 , 31 , 0 , 0 , 4 , 0 , pos
28 , 20 , 0 , 1 , 0 , 0 , pos
50 , 38 , 1 , 0 , 2 , 1 , pos
34 , 27 , 1 , 4 , 1 , 3 , pos
34 , 25 , 2 , 2 , 1 , 1 , pos
40 , 20 , 2 , 0 , 1 , 0 , pos
61 , 70 , 0 , 0 , 0 , 2 , pos
36 , 19 , 4 , 7 , 3 , 0 , pos
54 , 18 , 1 , 0 , 6 , 2 , pos
16 , 10 , 1 , 0 , 0 , 0 , pos
11 , 5 , 0 , 2 , 1 , 2 , pos
34 , 25 , 7 , 4 , 3 , 0 , pos
35 , 18 , 1 , 1 , 0 , 0 , pos
33 , 14 , 0 , 0 , 2 , 1 , pos
26 , 21 , 5 , 4 , 0 , 0 , pos
38 , 27 , 0 , 2 , 2 , 1 , pos
56 , 9 , 0 , 0 , 3 , 0 , pos
39 , 68 , 2 , 2 , 2 , 0 , pos
55 , 38 , 0 , 3 , 1 , 0 , pos
45 , 38 , 0 , 4 , 3 , 0 , pos
36 , 19 , 2 , 0 , 6 , 0 , pos
36 , 35 , 3 , 1 , 0 , 1 , pos
17 , 8 , 2 , 2 , 2 , 0 , pos
60 , 29 , 1 , 2 , 2 , 1 , pos
41 , 16 , 0 , 0 , 1 , 0 , pos
26 , 26 , 1 , 1 , 5 , 0 , pos
69 , 34 , 2 , 2 , 4 , 3 , pos
34 , 22 , 1 , 1 , 0 , 0 , pos
38 , 26 , 2 , 2 , 2 , 0 , pos
64 , 41 , 1 , 2 , 1 , 0 , pos
59 , 31 , 3 , 0 , 3 , 0 , pos
42 , 23 , 4 , 0 , 2 , 0 , pos
51 , 42 , 0 , 2 , 0 , 0 , pos
15 , 8 , 2 , 0 , 2 , 1 , pos
47 , 35 , 0 , 2 , 0 , 0 , pos
43 , 21 , 0 , 2 , 0 , 0 , pos
44 , 17 , 2 , 1 , 5 , 0 , pos
49 , 34 , 0 , 0 , 2 , 4 , pos
25 , 22 , 1 , 4 , 0 , 1 , pos
28 , 25 , 0 , 1 , 5 , 0 , pos
51 , 38 , 0 , 1 , 6 , 0 , pos
37 , 22 , 1 , 1 , 0 , 0 , pos
43 , 27 , 1 , 1 , 1 , 1 , pos
46 , 25 , 1 , 5 , 4 , 0 , pos
60 , 36 , 0 , 0 , 5 , 1 , pos
26 , 19 , 1 , 2 , 4 , 1 , pos
26 , 26 , 1 , 0 , 0 , 0 , pos
47 , 42 , 4 , 2 , 0 , 2 , pos
24 , 2 , 0 , 0 , 3 , 0 , pos
40 , 24 , 0 , 0 , 2 , 0 , pos
42 , 59 , 7 , 1 , 2 , 4 , pos
15 , 18 , 0 , 1 , 2 , 0 , pos
41 , 53 , 1 , 0 , 4 , 1 , pos
10 , 20 , 0 , 1 , 3 , 0 , pos
58 , 45 , 1 , 1 , 5 , 2 , pos
13 , 16 , 3 , 4 , 0 , 1 , pos
42 , 41 , 1 , 3 , 4 , 2 , pos
38 , 41 , 3 , 1 , 0 , 0 , pos
51 , 25 , 2 , 0 , 0 , 0 , pos
65 , 34 , 1 , 1 , 3 , 0 , pos
44 , 46 , 0 , 0 , 5 , 1 , pos
21 , 9 , 1 , 0 , 3 , 1 , pos
73 , 52 , 0 , 0 , 2 , 0 , pos
32 , 29 , 1 , 1 , 3 , 0 , pos
11 , 8 , 1 , 2 , 0 , 0 , pos
35 , 21 , 2 , 0 , 3 , 0 , pos
40 , 15 , 2 , 1 , 1 , 4 , pos
37 , 19 , 3 , 1 , 0 , 0 , pos
41 , 38 , 1 , 0 , 3 , 2 , pos
38 , 25 , 2 , 0 , 2 , 4 , pos
61 , 56 , 8 , 3 , 1 , 0 , pos
39 , 22 , 0 , 1 , 0 , 0 , pos
84 , 63 , 2 , 2 , 3 , 0 , pos
37 , 28 , 0 , 0 , 2 , 0 , pos
46 , 35 , 0 , 0 , 3 , 4 , pos
57 , 36 , 2 , 1 , 0 , 1 , pos
59 , 12 , 0 , 0 , 4 , 0 , pos
29 , 8 , 0 , 2 , 1 , 0 , pos
37 , 37 , 3 , 0 , 1 , 1 , pos
18 , 14 , 2 , 0 , 0 , 0 , pos
30 , 20 , 2 , 1 , 0 , 3 , pos
40 , 38 , 4 , 1 , 2 , 0 , pos
74 , 55 , 2 , 0 , 1 , 0 , pos
66 , 23 , 6 , 2 , 0 , 0 , pos
33 , 41 , 0 , 0 , 0 , 0 , pos
23 , 18 , 2 , 1 , 0 , 0 , pos
20 , 13 , 1 , 0 , 5 , 1 , pos
43 , 30 , 0 , 3 , 3 , 1 , pos
41 , 63 , 0 , 2 , 1 , 2 , pos
32 , 14 , 2 , 1 , 0 , 0 , pos
31 , 16 , 1 , 1 , 1 , 0 , pos
21 , 23 , 2 , 2 , 0 , 4 , pos
28 , 22 , 0 , 2 , 2 , 0 , pos
45 , 44 , 2 , 0 , 1 , 0 , pos
61 , 46 , 2 , 0 , 5 , 0 , pos
41 , 25 , 0 , 1 , 0 , 0 , pos
71 , 69 , 2 , 0 , 2 , 0 , pos
68 , 52 , 3 , 0 , 1 , 0 , pos
49 , 43 , 1 , 3 , 0 , 3 , pos
50 , 35 , 1 , 1 , 2 , 1 , pos
73 , 64 , 6 , 3 , 6 , 3 , pos
58 , 32 , 4 , 3 , 0 , 0 , pos
36 , 33 , 0 , 1 , 5 , 2 , pos
77 , 67 , 1 , 0 , 0 , 0 , pos
29 , 22 , 2 , 0 , 7 , 3 , pos
29 , 10 , 3 , 0 , 2 , 1 , pos
63 , 62 , 0 , 1 , 1 , 1 , pos
26 , 25 , 2 , 1 , 0 , 0 , pos
34 , 16 , 0 , 2 , 2 , 0 , pos
46 , 23 , 3 , 1 , 5 , 1 , pos
27 , 21 , 3 , 0 , 0 , 0 , pos
28 , 16 , 0 , 1 , 1 , 1 , pos
51 , 23 , 5 , 0 , 1 , 1 , pos
30 , 11 , 2 , 0 , 2 , 0 , pos
65 , 37 , 1 , 0 , 4 , 0 , pos
54 , 39 , 1 , 3 , 2 , 0 , pos
41 , 43 , 1 , 1 , 2 , 3 , pos
59 , 23 , 2 , 4 , 1 , 0 , pos
38 , 48 , 3 , 2 , 0 , 0 , pos
50 , 42 , 0 , 2 , 0 , 0 , pos
25 , 20 , 0 , 0 , 7 , 3 , pos
44 , 24 , 0 , 1 , 1 , 2 , pos
62 , 59 , 3 , 4 , 1 , 1 , pos
46 , 43 , 0 , 0 , 1 , 1 , pos
56 , 25 , 5 , 1 , 1 , 0 , pos
41 , 33 , 2 , 0 , 0 , 3 , pos
30 , 13 , 2 , 0 , 0 , 1 , pos
48 , 46 , 1 , 1 , 0 , 0 , pos
46 , 51 , 0 , 1 , 4 , 2 , pos
49 , 27 , 1 , 2 , 5 , 2 , pos
66 , 71 , 3 , 1 , 3 , 0 , pos
53 , 43 , 2 , 4 , 1 , 0 , pos
31 , 9 , 3 , 4 , 2 , 0 , pos
44 , 29 , 3 , 1 , 0 , 2 , pos
21 , 15 , 2 , 1 , 1 , 1 , pos
41 , 21 , 5 , 4 , 0 , 0 , pos
57 , 34 , 2 , 1 , 0 , 0 , pos
50 , 37 , 2 , 2 , 1 , 4 , pos
56 , 22 , 4 , 2 , 1 , 0 , pos
38 , 25 , 0 , 0 , 0 , 0 , pos
38 , 22 , 0 , 0 , 1 , 0 , pos
31 , 15 , 1 , 1 , 0 , 0 , pos
29 , 39 , 2 , 6 , 2 , 0 , pos
46 , 50 , 0 , 2 , 2 , 1 , pos
49 , 34 , 1 , 4 , 2 , 1 , pos
21 , 22 , 3 , 1 , 2 , 0 , pos
49 , 13 , 4 , 1 , 2 , 0 , pos
28 , 35 , 4 , 4 , 0 , 0 , pos
48 , 50 , 1 , 1 , 4 , 0 , pos
66 , 42 , 0 , 0 , 5 , 2 , pos
31 , 24 , 4 , 7 , 6 , 2 , pos
58 , 61 , 7 , 2 , 0 , 5 , pos
25 , 22 , 0 , 2 , 3 , 2 , pos
60 , 43 , 1 , 0 , 3 , 4 , pos
16 , 11 , 0 , 0 , 1 , 1 , pos
44 , 27 , 3 , 2 , 0 , 0 , pos
28 , 30 , 2 , 1 , 3 , 0 , pos
44 , 38 , 2 , 2 , 3 , 0 , pos
47 , 40 , 2 , 2 , 1 , 0 , pos
16 , 29 , 0 , 1 , 0 , 0 , pos
38 , 28 , 1 , 3 , 1 , 0 , pos
54 , 39 , 1 , 3 , 2 , 0 , pos
85 , 62 , 2 , 0 , 6 , 0 , pos
47 , 45 , 0 , 0 , 0 , 0 , pos
69 , 47 , 5 , 0 , 2 , 3 , pos
41 , 36 , 1 , 3 , 1 , 1 , pos
64 , 93 , 3 , 3 , 1 , 2 , pos
73 , 86 , 7 , 4 , 0 , 6 , pos
45 , 47 , 0 , 3 , 1 , 0 , pos
79 , 54 , 5 , 1 , 0 , 2 , pos
83 , 32 , 1 , 2 , 3 , 1 , pos
31 , 28 , 1 , 0 , 5 , 2 , pos
50 , 49 , 1 , 4 , 3 , 1 , pos
66 , 67 , 0 , 2 , 4 , 1 , pos
21 , 11 , 0 , 0 , 4 , 1 , pos
24 , 30 , 0 , 2 , 2 , 3 , pos
28 , 16 , 1 , 1 , 3 , 0 , pos
50 , 40 , 1 , 0 , 3 , 0 , pos
28 , 10 , 1 , 0 , 2 , 0 , pos
50 , 37 , 0 , 0 , 4 , 0 , pos
67 , 56 , 6 , 0 , 3 , 0 , pos
46 , 45 , 2 , 1 , 5 , 3 , pos
85 , 27 , 14 , 0 , 5 , 0 , pos
44 , 33 , 0 , 2 , 3 , 2 , pos
37 , 35 , 0 , 0 , 0 , 1 , pos
47 , 41 , 1 , 1 , 1 , 0 , pos
67 , 64 , 0 , 0 , 3 , 0 , pos
34 , 29 , 5 , 0 , 0 , 0 , pos
32 , 18 , 0 , 2 , 2 , 0 , pos
60 , 27 , 1 , 0 , 3 , 2 , pos
42 , 45 , 1 , 0 , 6 , 2 , pos
30 , 18 , 0 , 3 , 2 , 0 , pos
88 , 45 , 3 , 2 , 4 , 2 , pos
86 , 63 , 2 , 1 , 4 , 5 , pos
31 , 21 , 0 , 0 , 5 , 2 , pos
26 , 21 , 1 , 1 , 0 , 2 , pos
26 , 14 , 3 , 0 , 2 , 0 , pos
27 , 29 , 7 , 1 , 0 , 0 , pos
39 , 27 , 2 , 1 , 7 , 5 , pos
