6 1:3 2:0 3:0 4:1 5:16 6:3 7:1 8:3 9:3 10:141 11:1 12:4
6 1:2 2:1 3:2 4:0 5:38 6:3 7:8 8:3 9:3 10:13 11:2 12:5
3 1:1 2:3 3:2 4:2 5:11 6:2 7:4 8:4 9:9 10:90 11:5 12:5
6 1:6 2:0 3:0 4:1 5:17 6:4 7:3 8:3 9:3 10:146 11:2 12:0
3 1:1 2:1 3:2 4:1 5:15 6:4 7:5 8:4 9:7 10:173 11:1 12:4
3 1:2 2:1 3:2 4:2 5:26 6:10 7:11 8:4 9:9 10:108 11:3 12:2
6 1:2 2:0 3:0 4:4 5:22 6:6 7:6 8:5 9:8 10:338 11:7 12:3
6 1:10 2:1 3:1 4:0 5:19 6:3 7:6 8:4 9:8 10:242 11:2 12:9
6 1:4 2:1 3:1 4:1 5:20 6:4 7:6 8:4 9:5 10:242 11:0 12:0
6 1:5 2:0 3:2 4:0 5:12 6:0 7:0 8:3 9:3 10:62 11:2 12:3
6 1:2 2:0 3:1 4:0 5:11 6:5 7:2 8:4 9:5 10:55 11:2 12:3
1 1:9 2:2 3:0 4:1 5:21 6:5 7:6 8:5 9:7 10:421 11:11 12:14
6 1:15 2:0 3:2 4:0 5:42 6:4 7:5 8:3 9:9 10:431 11:8 12:12
6 1:4 2:1 3:2 4:2 5:27 6:11 7:7 8:5 9:5 10:473 11:13 12:11
3 1:1 2:0 3:2 4:0 5:5 6:1 7:2 8:4 9:3 10:50 11:2 12:0
3 1:1 2:0 3:0 4:0 5:8 6:2 7:1 8:4 9:3 10:60 11:0 12:1
6 1:2 2:0 3:0 4:0 5:7 6:4 7:4 8:3 9:1 10:129 11:2 12:2
1 1:12 2:0 3:1 4:0 5:22 6:5 7:3 8:4 9:4 10:462 11:8 12:2
3 1:1 2:1 3:2 4:1 5:25 6:2 7:6 8:4 9:8 10:462 11:0 12:0
6 1:1 2:1 3:2 4:4 5:16 6:1 7:5 8:4 9:7 10:462 11:0 12:0
3 1:2 2:1 3:2 4:0 5:12 6:1 7:4 8:4 9:6 10:40 11:1 12:0
6 1:4 2:0 3:1 4:0 5:27 6:3 7:2 8:4 9:8 10:125 11:3 12:4
6 1:1 2:0 3:1 4:0 5:5 6:4 7:1 8:2 9:5 10:131 11:1 12:2
1 1:3 2:1 3:1 4:1 5:25 6:1 7:3 8:3 9:5 10:124 11:8 12:10
1 1:1 2:1 3:2 4:0 5:16 6:3 7:7 8:4 9:5 10:124 11:0 12:0
1 1:7 2:1 3:0 4:0 5:23 6:4 7:8 8:4 9:7 10:344 11:3 12:9
6 1:2 2:1 3:2 4:0 5:15 6:3 7:5 8:3 9:5 10:137 11:6 12:3
6 1:2 2:1 3:1 4:1 5:19 6:6 7:4 8:2 9:5 10:243 11:7 12:8
1 1:3 2:1 3:1 4:1 5:15 6:4 7:4 8:5 9:7 10:88 11:5 12:9
6 1:1 2:0 3:2 4:0 5:12 6:3 7:6 8:4 9:6 10:147 11:2 12:2
1 1:1 2:1 3:0 4:1 5:14 6:1 7:6 8:5 9:10 10:72 11:6 12:4
6 1:6 2:1 3:2 4:0 5:29 6:1 7:10 8:4 9:7 10:128 11:10 12:11
3 1:2 2:1 3:2 4:0 5:13 6:2 7:3 8:4 9:7 10:236 11:4 12:5
6 1:2 2:1 3:2 4:0 5:5 6:2 7:4 8:4 9:9 10:195 11:3 12:5
6 1:3 2:0 3:1 4:0 5:5 6:3 7:2 8:3 9:7 10:9 11:3 12:0
6 1:2 2:0 3:1 4:0 5:12 6:1 7:0 8:2 9:3 10:0 11:1 12:0
6 1:4 2:0 3:0 4:0 5:12 6:1 7:1 8:3 9:3 10:96 11:0 12:3
6 1:2 2:1 3:1 4:1 5:13 6:5 7:5 8:4 9:4 10:213 11:6 12:7
1 1:2 2:1 3:1 4:2 5:13 6:5 7:7 8:3 9:5 10:156 11:3 12:6
6 1:1 2:0 3:2 4:0 5:12 6:2 7:3 8:5 9:7 10:73 11:2 12:2
6 1:2 2:2 3:1 4:0 5:15 6:1 7:5 8:4 9:3 10:33 11:3 12:4
1 1:2 2:0 3:1 4:0 5:17 6:2 7:4 8:3 9:5 10:75 11:2 12:3
1 1:5 2:1 3:1 4:1 5:15 6:3 7:6 8:4 9:6 10:71 11:4 12:2
2 1:2 2:1 3:2 4:0 5:22 6:0 7:8 8:4 9:7 10:142 11:5 12:12
1 1:9 2:0 3:0 4:0 5:16 6:1 7:1 8:3 9:7 10:148 11:5 12:4
3 1:3 2:0 3:2 4:0 5:15 6:6 7:2 8:4 9:5 10:105 11:5 12:9
1 1:1 2:1 3:2 4:1 5:13 6:1 7:4 8:4 9:3 10:12 11:7 12:3
6 1:12 2:0 3:1 4:0 5:17 6:1 7:1 8:3 9:8 10:146 11:3 12:11
1 1:1 2:2 3:1 4:0 5:11 6:3 7:3 8:4 9:1 10:188 11:4 12:7
6 1:5 2:0 3:0 4:0 5:22 6:3 7:3 8:3 9:5 10:164 11:3 12:3
3 1:1 2:0 3:0 4:0 5:6 6:1 7:0 8:2 9:3 10:26 11:2 12:0
3 1:3 2:2 3:2 4:3 5:12 6:3 7:8 8:4 9:7 10:103 11:5 12:1
1 1:5 2:0 3:2 4:2 5:11 6:2 7:9 8:4 9:8 10:174 11:5 12:8
6 1:4 2:0 3:2 4:0 5:12 6:3 7:1 8:4 9:5 10:141 11:3 12:4
3 1:1 2:0 3:1 4:0 5:11 6:1 7:1 8:3 9:7 10:105 11:2 12:4
3 1:1 2:0 3:1 4:0 5:7 6:3 7:2 8:3 9:4 10:173 11:3 12:1
6 1:1 2:1 3:1 4:0 5:11 6:2 7:4 8:3 9:5 10:38 11:2 12:0
1 1:2 2:2 3:0 4:0 5:20 6:4 7:5 8:4 9:5 10:114 11:0 12:2
6 1:4 2:1 3:1 4:1 5:20 6:4 7:6 8:4 9:5 10:114 11:0 12:0
5 1:2 2:0 3:0 4:0 5:9 6:0 7:0 8:4 9:8 10:207 11:4 12:4
4 1:2 2:0 3:1 4:1 5:11 6:0 7:3 8:3 9:9 10:86 11:5 12:2
3 1:1 2:0 3:1 4:1 5:16 6:8 7:3 8:4 9:7 10:52 11:2 12:7
3 1:2 2:0 3:2 4:0 5:7 6:1 7:0 8:4 9:5 10:112 11:1 12:1
6 1:9 2:0 3:0 4:0 5:17 6:1 7:2 8:3 9:3 10:112 11:0 12:0
6 1:10 2:2 3:2 4:0 5:21 6:3 7:4 8:5 9:6 10:144 11:4 12:5
1 1:2 2:1 3:2 4:0 5:16 6:4 7:7 8:4 9:7 10:61 11:1 12:2
3 1:2 2:1 3:0 4:0 5:10 6:1 7:3 8:4 9:3 10:100 11:0 12:3
6 1:1 2:0 3:1 4:2 5:7 6:1 7:1 8:2 9:5 10:110 11:2 12:3
1 1:3 2:0 3:0 4:0 5:17 6:2 7:4 8:2 9:3 10:110 11:0 12:0
6 1:13 2:0 3:1 4:0 5:14 6:1 7:5 8:4 9:4 10:291 11:3 12:3
6 1:1 2:0 3:1 4:1 5:28 6:3 7:3 8:2 9:4 10:94 11:2 12:2
1 1:2 2:2 3:2 4:1 5:14 6:2 7:1 8:4 9:6 10:238 11:3 12:5
2 1:2 2:0 3:1 4:2 5:6 6:1 7:1 8:3 9:3 10:115 11:3 12:5
6 1:1 2:1 3:2 4:2 5:10 6:3 7:4 8:4 9:3 10:0 11:1 12:2
3 1:1 2:0 3:2 4:0 5:5 6:1 7:1 8:4 9:5 10:44 11:1 12:0
3 1:1 2:1 3:2 4:2 5:11 6:3 7:3 8:4 9:8 10:155 11:2 12:3
6 1:9 2:1 3:2 4:1 5:18 6:0 7:9 8:4 9:5 10:55 11:3 12:3
3 1:1 2:0 3:2 4:1 5:6 6:1 7:4 8:4 9:6 10:56 11:0 12:0
6 1:1 2:0 3:1 4:0 5:11 6:0 7:1 8:3 9:7 10:56 11:0 12:0
6 1:1 2:1 3:2 4:0 5:4 6:1 7:5 8:1 9:1 10:13 11:1 12:0
6 1:3 2:1 3:0 4:1 5:16 6:2 7:3 8:3 9:3 10:88 11:2 12:1
6 1:4 2:0 3:0 4:1 5:7 6:2 7:4 8:3 9:3 10:74 11:1 12:2
3 1:1 2:0 3:1 4:2 5:13 6:2 7:5 8:4 9:3 10:96 11:1 12:2
6 1:14 2:0 3:0 4:0 5:8 6:1 7:5 8:4 9:5 10:149 11:4 12:5
6 1:1 2:0 3:1 4:1 5:19 6:5 7:4 8:5 9:5 10:254 11:5 12:6
6 1:2 2:0 3:2 4:0 5:17 6:1 7:2 8:1 9:5 10:149 11:2 12:4
6 1:3 2:1 3:2 4:1 5:19 6:5 7:3 8:4 9:8 10:293 11:5 12:4
3 1:1 2:0 3:1 4:1 5:12 6:2 7:2 8:3 9:7 10:293 11:0 12:0
1 1:11 2:0 3:0 4:0 5:11 6:1 7:4 8:4 9:2 10:129 11:3 12:3
6 1:4 2:1 3:0 4:0 5:9 6:3 7:2 8:4 9:5 10:67 11:1 12:3
3 1:2 2:0 3:2 4:0 5:14 6:2 7:2 8:4 9:5 10:61 11:1 12:4
6 1:2 2:1 3:2 4:0 5:14 6:5 7:6 8:2 9:5 10:164 11:4 12:9
1 1:8 2:0 3:1 4:2 5:19 6:11 7:5 8:3 9:8 10:237 11:19 12:4
6 1:7 2:1 3:0 4:1 5:16 6:3 7:5 8:4 9:8 10:173 11:4 12:5
6 1:2 2:0 3:2 4:0 5:20 6:3 7:4 8:3 9:8 10:120 11:6 12:1
6 1:4 2:0 3:0 4:0 5:34 6:3 7:5 8:3 9:5 10:343 11:6 12:2
6 1:4 2:0 3:0 4:0 5:32 6:3 7:6 8:3 9:6 10:343 11:6 12:2
6 1:7 2:1 3:2 4:1 5:21 6:0 7:10 8:4 9:5 10:148 11:3 12:2
3 1:0 2:0 3:2 4:1 5:12 6:3 7:2 8:5 9:6 10:148 11:0 12:0
6 1:2 2:1 3:2 4:2 5:16 6:5 7:7 8:5 9:3 10:127 11:1 12:4
6 1:1 2:0 3:1 4:0 5:13 6:1 7:1 8:4 9:1 10:94 11:1 12:1
6 1:1 2:0 3:1 4:0 5:8 6:0 7:1 8:3 9:5 10:49 11:1 12:0
1 1:2 2:0 3:1 4:0 5:13 6:0 7:2 8:4 9:3 10:230 11:9 12:5
6 1:5 2:0 3:1 4:1 5:11 6:1 7:2 8:4 9:9 10:48 11:1 12:0
6 1:3 2:0 3:0 4:0 5:21 6:2 7:3 8:4 9:7 10:214 11:7 12:6
1 1:3 2:1 3:2 4:0 5:11 6:2 7:4 8:2 9:5 10:85 11:1 12:1
6 1:2 2:0 3:1 4:0 5:9 6:1 7:2 8:3 9:5 10:59 11:2 12:0
5 1:2 2:0 3:1 4:0 5:8 6:1 7:3 8:4 9:8 10:47 11:4 12:2
6 1:2 2:0 3:1 4:0 5:9 6:2 7:5 8:3 9:7 10:25 11:2 12:4
6 1:0 2:1 3:1 4:0 5:17 6:2 7:3 8:4 9:4 10:25 11:0 12:0
6 1:13 2:0 3:0 4:1 5:24 6:4 7:6 8:4 9:7 10:156 11:3 12:10
6 1:12 2:0 3:1 4:0 5:27 6:7 7:11 8:4 9:3 10:118 11:3 12:6
6 1:10 2:1 3:2 4:1 5:15 6:0 7:5 8:4 9:7 10:163 11:1 12:5
3 1:2 2:0 3:2 4:0 5:10 6:2 7:1 8:4 9:5 10:61 11:1 12:4
1 1:2 2:0 3:1 4:0 5:11 6:2 7:4 8:4 9:6 10:140 11:5 12:4
6 1:3 2:0 3:0 4:1 5:12 6:2 7:1 8:4 9:7 10:141 11:1 12:4
6 1:2 2:1 3:2 4:0 5:16 6:4 7:7 8:4 9:8 10:255 11:6 12:5
3 1:2 2:0 3:2 4:0 5:13 6:5 7:2 8:4 9:5 10:105 11:5 12:9
1 1:1 2:0 3:0 4:0 5:15 6:3 7:10 8:2 9:5 10:105 11:0 12:0
6 1:2 2:0 3:1 4:0 5:12 6:4 7:1 8:4 9:5 10:98 11:3 12:3
6 1:2 2:0 3:1 4:0 5:18 6:1 7:0 8:3 9:5 10:163 11:0 12:4
3 1:2 2:0 3:0 4:0 5:5 6:1 7:3 8:4 9:3 10:90 11:0 12:0
6 1:3 2:0 3:2 4:1 5:14 6:4 7:7 8:4 9:5 10:149 11:8 12:4
6 1:2 2:0 3:2 4:0 5:8 6:2 7:2 8:3 9:3 10:149 11:0 12:0
3 1:1 2:0 3:1 4:1 5:17 6:3 7:0 8:4 9:5 10:149 11:0 12:0
2 1:5 2:0 3:1 4:0 5:12 6:3 7:1 8:4 9:5 10:162 11:6 12:5
6 1:3 2:0 3:0 4:0 5:25 6:2 7:1 8:4 9:3 10:38 11:1 12:3
6 1:3 2:0 3:0 4:1 5:12 6:3 7:3 8:4 9:5 10:58 11:1 12:2
6 1:12 2:1 3:2 4:0 5:11 6:2 7:6 8:4 9:3 10:198 11:3 12:7
1 1:1 2:0 3:2 4:1 5:10 6:2 7:3 8:4 9:5 10:13 11:4 12:0
6 1:3 2:0 3:1 4:2 5:27 6:5 7:3 8:3 9:7 10:136 11:5 12:7
3 1:1 2:0 3:1 4:2 5:13 6:2 7:5 8:4 9:5 10:107 11:1 12:2
2 1:3 2:1 3:2 4:0 5:24 6:0 7:8 8:4 9:7 10:142 11:5 12:12
3 1:1 2:0 3:2 4:0 5:7 6:1 7:1 8:4 9:6 10:43 11:1 12:0
6 1:2 2:1 3:2 4:0 5:5 6:2 7:4 8:4 9:9 10:195 11:3 12:5
3 1:1 2:0 3:1 4:0 5:7 6:2 7:1 8:2 9:1 10:48 11:0 12:0
6 1:7 2:0 3:0 4:0 5:13 6:2 7:1 8:2 9:7 10:248 11:9 12:7
6 1:2 2:0 3:0 4:2 5:12 6:6 7:6 8:2 9:5 10:20 11:5 12:6
6 1:5 2:1 3:0 4:1 5:17 6:1 7:1 8:3 9:4 10:101 11:3 12:5
3 1:1 2:0 3:2 4:0 5:6 6:5 7:2 8:3 9:3 10:42 11:1 12:0
1 1:4 2:1 3:2 4:1 5:23 6:3 7:8 8:4 9:5 10:110 11:0 12:10
6 1:2 2:0 3:0 4:0 5:10 6:3 7:0 8:3 9:6 10:54 11:3 12:3
4 1:2 2:0 3:2 4:1 5:9 6:3 7:3 8:3 9:5 10:80 11:5 12:2
5 1:1 2:0 3:0 4:0 5:11 6:1 7:2 8:2 9:3 10:53 11:0 12:1
1 1:2 2:1 3:2 4:0 5:10 6:2 7:3 8:3 9:5 10:54 11:3 12:6
4 1:4 2:0 3:1 4:1 5:11 6:5 7:3 8:4 9:5 10:167 11:1 12:4
2 1:4 2:2 3:2 4:0 5:16 6:4 7:4 8:4 9:8 10:224 11:5 12:14
4 1:11 2:0 3:0 4:0 5:19 6:1 7:3 8:4 9:6 10:224 11:0 12:0
5 1:4 2:0 3:2 4:0 5:24 6:7 7:7 8:4 9:7 10:216 11:11 12:13
4 1:3 2:1 3:0 4:0 5:11 6:6 7:10 8:4 9:8 10:60 11:2 12:2
5 1:0 2:1 3:2 4:0 5:20 6:3 7:6 8:4 9:5 10:60 11:0 12:0
4 1:3 2:0 3:0 4:0 5:18 6:3 7:4 8:4 9:11 10:174 11:2 12:3
6 1:2 2:0 3:0 4:0 5:15 6:1 7:0 8:3 9:5 10:77 11:0 12:2
2 1:3 2:0 3:2 4:3 5:9 6:3 7:4 8:2 9:8 10:162 11:4 12:8
6 1:1 2:0 3:1 4:0 5:14 6:2 7:1 8:4 9:5 10:89 11:2 12:2
1 1:8 2:1 3:1 4:1 5:11 6:0 7:2 8:4 9:6 10:120 11:2 12:5
5 1:8 2:1 3:1 4:0 5:13 6:2 7:1 8:4 9:6 10:120 11:2 12:5
3 1:2 2:0 3:0 4:0 5:12 6:5 7:1 8:4 9:7 10:100 11:7 12:10
6 1:6 2:0 3:0 4:0 5:12 6:2 7:0 8:1 9:5 10:133 11:3 12:3
4 1:1 2:0 3:0 4:2 5:16 6:3 7:1 8:3 9:5 10:133 11:0 12:0
5 1:2 2:0 3:0 4:0 5:5 6:5 7:0 8:3 9:9 10:133 11:0 12:0
4 1:4 2:0 3:2 4:0 5:17 6:5 7:1 8:3 9:6 10:54 11:2 12:4
1 1:2 2:0 3:2 4:0 5:9 6:4 7:1 8:3 9:7 10:28 11:3 12:2
4 1:2 2:0 3:2 4:1 5:13 6:4 7:3 8:4 9:5 10:36 11:3 12:3
6 1:4 2:2 3:0 4:0 5:13 6:2 7:5 8:3 9:6 10:37 11:0 12:1
1 1:2 2:1 3:2 4:0 5:10 6:2 7:3 8:3 9:5 10:54 11:3 12:6
1 1:2 2:1 3:2 4:1 5:18 6:0 7:3 8:5 9:6 10:295 11:12 12:4
6 1:3 2:0 3:2 4:0 5:15 6:6 7:2 8:4 9:5 10:131 11:5 12:9
6 1:12 2:0 3:1 4:0 5:17 6:1 7:1 8:3 9:8 10:204 11:3 12:11
6 1:6 2:0 3:0 4:1 5:22 6:2 7:2 8:3 9:5 10:68 11:3 12:2
1 1:5 2:0 3:2 4:2 5:11 6:2 7:9 8:4 9:8 10:199 11:5 12:8
6 1:11 2:1 3:0 4:0 5:17 6:1 7:4 8:4 9:6 10:290 11:2 12:8
6 1:14 2:0 3:1 4:1 5:8 6:7 7:0 8:3 9:4 10:290 11:0 12:0
2 1:3 2:0 3:2 4:1 5:11 6:0 7:2 8:4 9:10 10:251 11:0 12:2
6 1:7 2:0 3:1 4:0 5:7 6:1 7:0 8:3 9:1 10:132 11:3 12:4
4 1:3 2:0 3:0 4:0 5:17 6:2 7:4 8:2 9:3 10:190 11:5 12:5
6 1:13 2:0 3:1 4:0 5:14 6:1 7:5 8:4 9:4 10:315 11:3 12:3
5 1:2 2:1 3:2 4:1 5:7 6:11 7:8 8:3 9:8 10:151 11:3 12:6
1 1:6 2:1 3:0 4:0 5:8 6:1 7:4 8:3 9:7 10:51 11:0 12:3
2 1:9 2:1 3:2 4:1 5:18 6:0 7:9 8:4 9:5 10:160 11:3 12:3
6 1:3 2:0 3:2 4:0 5:17 6:2 7:2 8:2 9:1 10:160 11:0 12:0
6 1:14 2:0 3:0 4:0 5:8 6:1 7:5 8:4 9:5 10:160 11:0 12:0
4 1:2 2:3 3:2 4:2 5:21 6:2 7:4 8:4 9:10 10:182 11:1 12:2
6 1:18 2:0 3:1 4:0 5:12 6:0 7:4 8:4 9:3 10:420 11:5 12:12
2 1:2 2:2 3:2 4:2 5:11 6:4 7:7 8:4 9:8 10:84 11:5 12:5
6 1:4 2:1 3:0 4:0 5:9 6:3 7:2 8:4 9:5 10:91 11:1 12:3
6 1:7 2:1 3:0 4:1 5:16 6:3 7:5 8:4 9:8 10:149 11:4 12:5
2 1:6 2:0 3:0 4:0 5:11 6:3 7:2 8:4 9:3 10:78 11:2 12:1
6 1:2 2:0 3:0 4:4 5:22 6:6 7:6 8:5 9:8 10:363 11:7 12:3
6 1:3 2:0 3:0 4:2 5:7 6:1 7:7 8:3 9:5 10:45 11:0 12:0
6 1:4 2:0 3:0 4:0 5:34 6:3 7:5 8:3 9:5 10:367 11:6 12:2
6 1:10 2:1 3:1 4:0 5:19 6:3 7:6 8:4 9:8 10:325 11:2 12:9
6 1:6 2:1 3:3 4:0 5:13 6:1 7:4 8:4 9:9 10:100 11:2 12:4
6 1:13 2:0 3:0 4:1 5:24 6:4 7:6 8:4 9:7 10:100 11:0 12:0
6 1:10 2:1 3:2 4:1 5:15 6:0 7:5 8:4 9:7 10:100 11:0 12:0
6 1:1 2:1 3:2 4:0 5:22 6:6 7:8 8:4 9:7 10:435 11:7 12:5
6 1:12 2:0 3:1 4:0 5:22 6:5 7:3 8:4 9:4 10:487 11:8 12:2
3 1:2 2:0 3:1 4:0 5:16 6:4 7:1 8:4 9:6 10:76 11:2 12:0
6 1:4 2:0 3:0 4:0 5:12 6:1 7:1 8:3 9:3 10:121 11:0 12:3
6 1:2 2:1 3:1 4:1 5:13 6:5 7:5 8:4 9:4 10:238 11:6 12:7
2 1:2 2:0 3:1 4:0 5:17 6:2 7:4 8:3 9:5 10:51 11:2 12:3
5 1:5 2:1 3:1 4:1 5:15 6:3 7:6 8:4 9:6 10:47 11:4 12:2
6 1:1 2:0 3:0 4:0 5:4 6:0 7:0 8:1 9:2 10:9 11:1 12:0
6 1:7 2:0 3:0 4:0 5:13 6:2 7:1 8:2 9:7 10:345 11:9 12:7
6 1:3 2:0 3:2 4:1 5:11 6:4 7:4 8:3 9:4 10:82 11:3 12:5
4 1:5 2:1 3:2 4:0 5:10 6:0 7:3 8:4 9:5 10:45 11:3 12:1
1 1:2 2:1 3:2 4:1 5:11 6:0 7:4 8:3 9:10 10:2 11:1 12:4
1 1:4 2:1 3:2 4:0 5:8 6:4 7:2 8:4 9:13 10:130 11:2 12:4
3 1:29 2:0 3:2 4:0 5:30 6:5 7:8 8:4 9:10 10:48 11:2 12:9
3 1:3 2:1 3:2 4:0 5:20 6:4 7:2 8:4 9:8 10:199 11:2 12:3
4 1:1 2:0 3:1 4:1 5:6 6:2 7:1 8:2 9:5 10:48 11:5 12:2
6 1:1 2:1 3:1 4:0 5:22 6:6 7:4 8:5 9:5 10:394 11:3 12:9
3 1:1 2:1 3:3 4:0 5:6 6:7 7:7 8:4 9:12 10:100 11:6 12:7
6 1:1 2:1 3:2 4:0 5:12 6:4 7:5 8:3 9:7 10:0 11:4 12:1
6 1:1 2:3 3:0 4:1 5:12 6:3 7:9 8:4 9:6 10:224 11:6 12:6
3 1:2 2:0 3:2 4:3 5:11 6:2 7:5 8:6 9:8 10:224 11:0 12:0
4 1:3 2:0 3:2 4:1 5:15 6:1 7:6 8:4 9:5 10:69 11:1 12:1
5 1:8 2:1 3:2 4:4 5:16 6:3 7:12 8:4 9:9 10:194 11:3 12:2
3 1:1 2:0 3:2 4:0 5:9 6:3 7:1 8:2 9:4 10:57 11:4 12:4
6 1:1 2:0 3:1 4:1 5:13 6:4 7:3 8:4 9:6 10:133 11:2 12:2
6 1:5 2:2 3:2 4:0 5:10 6:0 7:3 8:4 9:6 10:210 11:3 12:4
3 1:3 2:1 3:1 4:1 5:13 6:2 7:2 8:3 9:5 10:109 11:1 12:7
3 1:4 2:0 3:0 4:0 5:9 6:3 7:2 8:3 9:5 10:132 11:1 12:5
5 1:2 2:1 3:1 4:0 5:11 6:4 7:3 8:3 9:6 10:62 11:4 12:3
3 1:4 2:1 3:2 4:0 5:15 6:1 7:3 8:3 9:9 10:126 11:7 12:5
5 1:2 2:1 3:2 4:0 5:7 6:3 7:1 8:4 9:3 10:81 11:4 12:3
3 1:2 2:1 3:2 4:0 5:8 6:1 7:4 8:3 9:8 10:26 11:6 12:1
3 1:4 2:0 3:0 4:0 5:7 6:2 7:1 8:4 9:8 10:0 11:3 12:3
5 1:1 2:0 3:2 4:0 5:14 6:3 7:3 8:4 9:6 10:32 11:2 12:3
6 1:6 2:0 3:1 4:0 5:12 6:3 7:2 8:5 9:7 10:9 11:0 12:0
3 1:1 2:0 3:1 4:0 5:11 6:2 7:1 8:4 9:5 10:104 11:2 12:0
1 1:5 2:1 3:1 4:0 5:28 6:2 7:3 8:4 9:6 10:166 11:4 12:12
3 1:11 2:0 3:1 4:0 5:25 6:1 7:1 8:4 9:6 10:136 11:6 12:9
3 1:9 2:0 3:2 4:0 5:15 6:0 7:1 8:5 9:4 10:173 11:6 12:10
5 1:1 2:0 3:2 4:0 5:14 6:6 7:5 8:4 9:9 10:319 11:14 12:8
5 1:1 2:1 3:0 4:2 5:8 6:4 7:1 8:4 9:6 10:85 11:0 12:0
3 1:2 2:0 3:0 4:0 5:7 6:2 7:2 8:4 9:4 10:109 11:4 12:0
3 1:5 2:0 3:0 4:0 5:21 6:2 7:0 8:3 9:7 10:310 11:3 12:5
3 1:6 2:0 3:1 4:0 5:21 6:4 7:3 8:4 9:8 10:553 11:8 12:16
4 1:11 2:0 3:0 4:0 5:29 6:3 7:1 8:4 9:8 10:269 11:2 12:3
6 1:1 2:0 3:3 4:0 5:23 6:3 7:10 8:3 9:6 10:162 11:7 12:6
4 1:7 2:0 3:0 4:1 5:15 6:0 7:3 8:3 9:3 10:180 11:3 12:5
4 1:2 2:0 3:0 4:1 5:12 6:2 7:1 8:3 9:7 10:165 11:0 12:8
3 1:4 2:0 3:1 4:0 5:21 6:1 7:1 8:3 9:5 10:230 11:2 12:10
