1 1:4 2:1 3:2 4:2 5:5 6:5 7:473 8:0 9:0 10:3 11:0
1 1:1 2:0 3:2 4:0 5:4 6:3 7:50 8:0 9:0 10:0 11:1
1 1:1 2:0 3:0 4:0 5:4 6:3 7:60 8:0 9:0 10:2 11:0
1 1:2 2:0 3:0 4:0 5:3 6:1 7:129 8:0 9:0 10:0 11:0
2 1:12 2:0 3:1 4:0 5:4 6:4 7:462 8:1 9:0 10:2 11:0
1 1:1 2:1 3:2 4:1 5:4 6:8 7:462 8:0 9:0 10:4 11:0
1 1:1 2:1 3:2 4:4 5:4 6:7 7:462 8:0 9:0 10:3 11:0
1 1:2 2:1 3:2 4:0 5:4 6:6 7:40 8:0 9:0 10:0 11:0
1 1:4 2:0 3:1 4:0 5:4 6:8 7:125 8:0 9:0 10:3 11:1
1 1:1 2:0 3:1 4:0 5:2 6:5 7:131 8:0 9:0 10:1 11:0
2 1:3 2:1 3:1 4:1 5:3 6:5 7:124 8:1 9:0 10:8 11:0
3 1:1 2:1 3:2 4:0 5:4 6:5 7:124 8:0 9:0 10:7 11:0
3 1:7 2:1 3:0 4:0 5:4 6:7 7:344 8:0 9:4 10:3 11:8
3 1:2 2:1 3:2 4:0 5:3 6:5 7:137 8:1 9:1 10:2 11:3
1 1:2 2:1 3:1 4:1 5:2 6:5 7:243 8:3 9:0 10:4 11:0
2 1:3 2:1 3:1 4:1 5:5 6:7 7:88 8:2 9:0 10:2 11:0
1 1:1 2:0 3:2 4:0 5:4 6:6 7:147 8:0 9:0 10:0 11:1
2 1:1 2:1 3:0 4:1 5:5 6:10 7:72 8:1 9:1 10:2 11:1
1 1:6 2:1 3:2 4:0 5:4 6:7 7:128 8:0 9:0 10:2 11:3
1 1:2 2:1 3:2 4:0 5:4 6:7 7:236 8:0 9:0 10:0 11:0
1 1:2 2:1 3:2 4:0 5:4 6:9 7:195 8:0 9:0 10:1 11:0
1 1:3 2:0 3:1 4:0 5:3 6:7 7:9 8:0 9:0 10:0 11:0
1 1:2 2:0 3:1 4:0 5:2 6:3 7:0 8:0 9:0 10:0 11:0
1 1:4 2:0 3:0 4:0 5:3 6:3 7:96 8:0 9:0 10:0 11:0
1 1:2 2:1 3:1 4:1 5:4 6:4 7:213 8:4 9:0 10:4 11:0
3 1:2 2:1 3:1 4:2 5:3 6:5 7:156 8:0 9:0 10:1 11:0
1 1:1 2:0 3:2 4:0 5:5 6:7 7:73 8:1 9:0 10:2 11:0
1 1:2 2:2 3:1 4:0 5:4 6:3 7:33 8:0 9:0 10:2 11:0
2 1:2 2:0 3:1 4:0 5:3 6:5 7:75 8:0 9:1 10:0 11:4
2 1:5 2:1 3:1 4:1 5:4 6:6 7:71 8:0 9:0 10:1 11:0
1 1:2 2:1 3:2 4:0 5:4 6:7 7:142 8:0 9:0 10:0 11:1
2 1:9 2:0 3:0 4:0 5:3 6:7 7:148 8:0 9:0 10:2 11:0
2 1:3 2:0 3:2 4:0 5:4 6:5 7:105 8:1 9:0 10:3 11:0
2 1:1 2:1 3:2 4:1 5:4 6:3 7:12 8:2 9:2 10:3 11:2
1 1:12 2:0 3:1 4:0 5:3 6:8 7:146 8:2 9:0 10:5 11:0
2 1:1 2:2 3:1 4:0 5:4 6:1 7:188 8:1 9:0 10:1 11:1
1 1:5 2:0 3:0 4:0 5:3 6:5 7:164 8:2 9:0 10:6 11:1
1 1:1 2:0 3:0 4:0 5:2 6:3 7:26 8:0 9:0 10:1 11:0
1 1:3 2:2 3:2 4:3 5:4 6:7 7:103 8:0 9:0 10:0 11:0
3 1:5 2:0 3:2 4:2 5:4 6:8 7:174 8:0 9:0 10:2 11:0
1 1:4 2:0 3:2 4:0 5:4 6:5 7:141 8:2 9:0 10:4 11:1
1 1:1 2:0 3:1 4:0 5:3 6:7 7:105 8:0 9:0 10:0 11:0
1 1:1 2:0 3:1 4:0 5:3 6:4 7:173 8:0 9:0 10:0 11:0
1 1:1 2:1 3:1 4:0 5:3 6:5 7:38 8:0 9:0 10:1 11:0
3 1:2 2:2 3:0 4:0 5:4 6:5 7:114 8:0 9:0 10:0 11:0
1 1:4 2:1 3:1 4:1 5:4 6:5 7:114 8:0 9:0 10:0 11:1
1 1:2 2:0 3:0 4:0 5:4 6:8 7:207 8:0 9:0 10:0 11:0
2 1:2 2:0 3:1 4:1 5:3 6:9 7:86 8:0 9:0 10:0 11:1
1 1:1 2:0 3:1 4:1 5:4 6:7 7:52 8:0 9:0 10:0 11:1
1 1:2 2:0 3:2 4:0 5:4 6:5 7:112 8:0 9:0 10:0 11:0
1 1:9 2:0 3:0 4:0 5:3 6:3 7:112 8:0 9:0 10:0 11:0
1 1:10 2:2 3:2 4:0 5:5 6:6 7:144 8:0 9:0 10:0 11:0
3 1:2 2:1 3:2 4:0 5:4 6:7 7:61 8:1 9:0 10:4 11:4
1 1:2 2:1 3:0 4:0 5:4 6:3 7:100 8:0 9:0 10:2 11:0
1 1:1 2:0 3:1 4:2 5:2 6:5 7:110 8:1 9:0 10:2 11:0
2 1:3 2:0 3:0 4:0 5:2 6:3 7:110 8:0 9:0 10:6 11:0
1 1:13 2:0 3:1 4:0 5:4 6:4 7:291 8:0 9:0 10:1 11:0
1 1:1 2:0 3:1 4:1 5:2 6:4 7:94 8:1 9:1 10:3 11:4
3 1:2 2:2 3:2 4:1 5:4 6:6 7:238 8:0 9:1 10:0 11:3
1 1:2 2:0 3:1 4:2 5:3 6:3 7:115 8:0 9:0 10:0 11:0
1 1:1 2:1 3:2 4:2 5:4 6:3 7:0 8:1 9:0 10:4 11:0
1 1:1 2:0 3:2 4:0 5:4 6:5 7:44 8:0 9:0 10:0 11:0
1 1:1 2:1 3:2 4:2 5:4 6:8 7:155 8:0 9:0 10:2 11:0
1 1:9 2:1 3:2 4:1 5:4 6:5 7:55 8:0 9:0 10:1 11:0
1 1:1 2:0 3:2 4:1 5:4 6:6 7:56 8:0 9:0 10:0 11:0
1 1:1 2:0 3:1 4:0 5:3 6:7 7:56 8:0 9:0 10:2 11:0
1 1:1 2:1 3:2 4:0 5:1 6:1 7:13 8:1 9:0 10:4 11:0
1 1:3 2:1 3:0 4:1 5:3 6:3 7:88 8:0 9:0 10:0 11:0
1 1:4 2:0 3:0 4:1 5:3 6:3 7:74 8:0 9:0 10:0 11:0
1 1:1 2:0 3:1 4:2 5:4 6:3 7:96 8:0 9:0 10:1 11:0
1 1:14 2:0 3:0 4:0 5:4 6:5 7:149 8:0 9:0 10:1 11:0
1 1:1 2:0 3:1 4:1 5:5 6:5 7:254 8:1 9:0 10:1 11:2
1 1:2 2:0 3:2 4:0 5:1 6:5 7:149 8:1 9:0 10:1 11:0
1 1:3 2:1 3:2 4:1 5:4 6:8 7:293 8:2 9:0 10:3 11:0
1 1:1 2:0 3:1 4:1 5:3 6:7 7:293 8:0 9:0 10:1 11:0
2 1:11 2:0 3:0 4:0 5:4 6:2 7:129 8:1 9:0 10:3 11:0
1 1:4 2:1 3:0 4:0 5:4 6:5 7:67 8:0 9:0 10:2 11:0
1 1:2 2:0 3:2 4:0 5:4 6:5 7:61 8:0 9:0 10:4 11:0
1 1:2 2:1 3:2 4:0 5:2 6:5 7:164 8:0 9:0 10:3 11:0
2 1:8 2:0 3:1 4:2 5:3 6:8 7:237 8:5 9:0 10:6 11:1
1 1:7 2:1 3:0 4:1 5:4 6:8 7:173 8:0 9:0 10:2 11:0
1 1:2 2:0 3:2 4:0 5:3 6:8 7:120 8:3 9:0 10:4 11:2
1 1:4 2:0 3:0 4:0 5:3 6:5 7:343 8:0 9:0 10:3 11:0
1 1:4 2:0 3:0 4:0 5:3 6:6 7:343 8:72 9:24 10:4 11:0
1 1:7 2:1 3:2 4:1 5:4 6:5 7:148 8:0 9:0 10:4 11:0
1 1:0 2:0 3:2 4:1 5:5 6:6 7:148 8:0 9:0 10:2 11:0
1 1:2 2:1 3:2 4:2 5:5 6:3 7:127 8:0 9:0 10:4 11:0
1 1:1 2:0 3:1 4:0 5:4 6:1 7:94 8:0 9:0 10:0 11:1
1 1:1 2:0 3:1 4:0 5:3 6:5 7:49 8:0 9:0 10:0 11:0
2 1:2 2:0 3:1 4:0 5:4 6:3 7:230 8:1 9:0 10:1 11:0
1 1:5 2:0 3:1 4:1 5:4 6:9 7:48 8:0 9:0 10:1 11:1
1 1:3 2:0 3:0 4:0 5:4 6:7 7:214 8:0 9:1 10:3 11:1
2 1:3 2:1 3:2 4:0 5:2 6:5 7:85 8:0 9:0 10:1 11:3
1 1:2 2:0 3:1 4:0 5:3 6:5 7:59 8:0 9:0 10:0 11:0
1 1:2 2:0 3:1 4:0 5:4 6:8 7:47 8:0 9:0 10:1 11:0
1 1:2 2:0 3:1 4:0 5:3 6:7 7:25 8:1 9:0 10:2 11:0
1 1:0 2:1 3:1 4:0 5:4 6:4 7:25 8:0 9:0 10:4 11:2
1 1:13 2:0 3:0 4:1 5:4 6:7 7:156 8:2 9:1 10:5 11:1
1 1:12 2:0 3:1 4:0 5:4 6:3 7:118 8:0 9:0 10:6 11:1
1 1:10 2:1 3:2 4:1 5:4 6:7 7:163 8:0 9:0 10:2 11:0
1 1:2 2:0 3:2 4:0 5:4 6:5 7:61 8:0 9:0 10:2 11:0
2 1:2 2:0 3:1 4:0 5:4 6:6 7:140 8:1 9:0 10:1 11:0
1 1:3 2:0 3:0 4:1 5:4 6:7 7:141 8:0 9:0 10:1 11:0
1 1:2 2:1 3:2 4:0 5:4 6:8 7:255 8:2 9:0 10:2 11:1
1 1:2 2:0 3:2 4:0 5:4 6:5 7:105 8:1 9:0 10:3 11:0
3 1:1 2:0 3:0 4:0 5:2 6:5 7:105 8:0 9:0 10:0 11:1
1 1:2 2:0 3:1 4:0 5:4 6:5 7:98 8:1 9:0 10:3 11:1
1 1:2 2:0 3:1 4:0 5:3 6:5 7:163 8:0 9:0 10:1 11:0
1 1:2 2:0 3:0 4:0 5:4 6:3 7:90 8:0 9:0 10:0 11:0
1 1:3 2:0 3:2 4:1 5:4 6:5 7:149 8:0 9:0 10:1 11:0
1 1:2 2:0 3:2 4:0 5:3 6:3 7:149 8:0 9:0 10:2 11:0
1 1:1 2:0 3:1 4:1 5:4 6:5 7:149 8:0 9:0 10:0 11:0
1 1:5 2:0 3:1 4:0 5:4 6:5 7:162 8:0 9:1 10:0 11:1
1 1:3 2:0 3:0 4:0 5:4 6:3 7:38 8:0 9:0 10:0 11:0
1 1:3 2:0 3:0 4:1 5:4 6:5 7:58 8:0 9:0 10:1 11:0
1 1:12 2:1 3:2 4:0 5:4 6:3 7:198 8:0 9:0 10:2 11:1
3 1:1 2:0 3:2 4:1 5:4 6:5 7:13 8:2 9:0 10:3 11:0
1 1:3 2:0 3:1 4:2 5:3 6:7 7:136 8:3 9:0 10:5 11:0
1 1:1 2:0 3:1 4:2 5:4 6:5 7:107 8:0 9:0 10:1 11:0
1 1:3 2:1 3:2 4:0 5:4 6:7 7:142 8:0 9:0 10:0 11:1
1 1:1 2:0 3:2 4:0 5:4 6:6 7:43 8:0 9:0 10:0 11:0
1 1:2 2:1 3:2 4:0 5:4 6:9 7:195 8:0 9:0 10:1 11:0
1 1:1 2:0 3:1 4:0 5:2 6:1 7:48 8:0 9:0 10:1 11:0
1 1:7 2:0 3:0 4:0 5:2 6:7 7:248 8:2 9:0 10:5 11:0
1 1:2 2:0 3:0 4:2 5:2 6:5 7:20 8:2 9:0 10:10 11:1
1 1:5 2:1 3:0 4:1 5:3 6:4 7:101 8:0 9:0 10:6 11:0
2 1:1 2:0 3:2 4:0 5:3 6:3 7:42 8:0 9:0 10:2 11:1
3 1:4 2:1 3:2 4:1 5:4 6:5 7:110 8:0 9:0 10:1 11:4
1 1:2 2:0 3:0 4:0 5:3 6:6 7:54 8:1 9:0 10:2 11:1
2 1:2 2:0 3:2 4:1 5:3 6:5 7:80 8:0 9:0 10:3 11:0
2 1:1 2:0 3:0 4:0 5:2 6:3 7:53 8:0 9:0 10:0 11:2
2 1:2 2:1 3:2 4:0 5:3 6:5 7:54 8:0 9:0 10:1 11:0
2 1:4 2:0 3:1 4:1 5:4 6:5 7:167 8:0 9:0 10:1 11:1
3 1:4 2:2 3:2 4:0 5:4 6:8 7:224 8:1 9:0 10:3 11:1
2 1:11 2:0 3:0 4:0 5:4 6:6 7:224 8:0 9:0 10:2 11:1
2 1:4 2:0 3:2 4:0 5:4 6:7 7:216 8:2 9:1 10:5 11:3
2 1:3 2:1 3:0 4:0 5:4 6:8 7:60 8:0 9:0 10:2 11:0
2 1:0 2:1 3:2 4:0 5:4 6:5 7:60 8:0 9:0 10:2 11:2
2 1:3 2:0 3:0 4:0 5:4 6:11 7:174 8:0 9:0 10:0 11:1
1 1:2 2:0 3:0 4:0 5:3 6:5 7:77 8:0 9:0 10:0 11:1
3 1:3 2:0 3:2 4:3 5:2 6:8 7:162 8:2 9:0 10:3 11:0
1 1:1 2:0 3:1 4:0 5:4 6:5 7:89 8:0 9:0 10:2 11:0
3 1:8 2:1 3:1 4:1 5:4 6:6 7:120 8:0 9:0 10:1 11:0
2 1:8 2:1 3:1 4:0 5:4 6:6 7:120 8:10 9:25 10:1 11:0
2 1:2 2:0 3:0 4:0 5:4 6:7 7:100 8:0 9:0 10:2 11:1
1 1:6 2:0 3:0 4:0 5:1 6:5 7:133 8:0 9:0 10:1 11:0
2 1:1 2:0 3:0 4:2 5:3 6:5 7:133 8:0 9:0 10:3 11:0
2 1:2 2:0 3:0 4:0 5:3 6:9 7:133 8:0 9:0 10:0 11:0
2 1:4 2:0 3:2 4:0 5:3 6:6 7:54 8:0 9:0 10:1 11:3
2 1:2 2:0 3:2 4:0 5:3 6:7 7:28 8:0 9:0 10:0 11:0
2 1:2 2:0 3:2 4:1 5:4 6:5 7:36 8:0 9:0 10:0 11:0
1 1:4 2:2 3:0 4:0 5:3 6:6 7:37 8:0 9:0 10:0 11:0
2 1:2 2:1 3:2 4:0 5:3 6:5 7:54 8:0 9:0 10:1 11:0
3 1:2 2:1 3:2 4:1 5:5 6:6 7:295 8:1 9:0 10:3 11:0
1 1:3 2:0 3:2 4:0 5:4 6:5 7:131 8:1 9:0 10:3 11:0
1 1:12 2:0 3:1 4:0 5:3 6:8 7:204 8:2 9:0 10:5 11:0
1 1:6 2:0 3:0 4:1 5:3 6:5 7:68 8:0 9:0 10:3 11:0
3 1:5 2:0 3:2 4:2 5:4 6:8 7:199 8:0 9:0 10:2 11:0
1 1:11 2:1 3:0 4:0 5:4 6:6 7:290 8:0 9:0 10:5 11:0
1 1:14 2:0 3:1 4:1 5:3 6:4 7:290 8:0 9:0 10:0 11:0
1 1:3 2:0 3:2 4:1 5:4 6:10 7:251 8:0 9:0 10:0 11:0
1 1:7 2:0 3:1 4:0 5:3 6:1 7:132 8:0 9:0 10:0 11:0
2 1:3 2:0 3:0 4:0 5:2 6:3 7:190 8:2 9:0 10:6 11:0
1 1:13 2:0 3:1 4:0 5:4 6:4 7:315 8:0 9:0 10:1 11:0
2 1:2 2:1 3:2 4:1 5:3 6:8 7:151 8:0 9:0 10:3 11:1
3 1:6 2:1 3:0 4:0 5:3 6:7 7:51 8:0 9:0 10:1 11:0
2 1:9 2:1 3:2 4:1 5:4 6:5 7:160 8:0 9:0 10:1 11:0
1 1:3 2:0 3:2 4:0 5:2 6:1 7:160 8:0 9:0 10:9 11:1
1 1:14 2:0 3:0 4:0 5:4 6:5 7:160 8:0 9:0 10:1 11:0
2 1:2 2:3 3:2 4:2 5:4 6:10 7:182 8:0 9:0 10:1 11:2
1 1:18 2:0 3:1 4:0 5:4 6:3 7:420 8:0 9:0 10:0 11:0
2 1:2 2:2 3:2 4:2 5:4 6:8 7:84 8:1 9:0 10:1 11:1
2 1:4 2:1 3:0 4:0 5:4 6:5 7:91 8:0 9:0 10:2 11:0
1 1:7 2:1 3:0 4:1 5:4 6:8 7:149 8:0 9:0 10:2 11:0
1 1:6 2:0 3:0 4:0 5:4 6:3 7:78 8:0 9:0 10:3 11:0
1 1:2 2:0 3:0 4:4 5:5 6:8 7:363 8:1 9:0 10:4 11:0
1 1:3 2:0 3:0 4:2 5:3 6:5 7:45 8:0 9:0 10:0 11:0
1 1:4 2:0 3:0 4:0 5:3 6:5 7:367 8:0 9:0 10:3 11:0
1 1:10 2:1 3:1 4:0 5:4 6:8 7:325 8:1 9:1 10:4 11:2
1 1:6 2:1 3:3 4:0 5:4 6:9 7:100 8:0 9:0 10:3 11:0
1 1:13 2:0 3:0 4:1 5:4 6:7 7:100 8:0 9:0 10:5 11:1
1 1:10 2:1 3:2 4:1 5:4 6:7 7:100 8:0 9:0 10:2 11:0
1 1:1 2:1 3:2 4:0 5:4 6:7 7:435 8:1 9:0 10:1 11:0
1 1:12 2:0 3:1 4:0 5:4 6:4 7:487 8:1 9:0 10:2 11:0
2 1:2 2:0 3:1 4:0 5:4 6:6 7:76 8:0 9:0 10:1 11:0
1 1:4 2:0 3:0 4:0 5:3 6:3 7:121 8:0 9:0 10:0 11:0
1 1:2 2:1 3:1 4:1 5:4 6:4 7:238 8:4 9:0 10:4 11:0
2 1:2 2:0 3:1 4:0 5:3 6:5 7:51 8:0 9:1 10:0 11:4
2 1:5 2:1 3:1 4:1 5:4 6:6 7:47 8:0 9:0 10:1 11:0
1 1:1 2:0 3:0 4:0 5:1 6:2 7:9 8:0 9:0 10:0 11:0
1 1:7 2:0 3:0 4:0 5:2 6:7 7:345 8:2 9:0 10:5 11:0
1 1:3 2:0 3:2 4:1 5:3 6:4 7:82 8:1 9:0 10:1 11:0
2 1:5 2:1 3:2 4:0 5:4 6:5 7:45 8:2 9:0 10:2 11:1
3 1:2 2:1 3:2 4:1 5:3 6:10 7:2 8:0 9:0 10:0 11:0
3 1:4 2:1 3:2 4:0 5:4 6:13 7:130 8:0 9:0 10:0 11:0
2 1:29 2:0 3:2 4:0 5:4 6:10 7:48 8:0 9:1 10:3 11:2
2 1:3 2:1 3:2 4:0 5:4 6:8 7:199 8:0 9:0 10:0 11:1
2 1:1 2:0 3:1 4:1 5:2 6:5 7:48 8:3 9:0 10:3 11:0
1 1:1 2:1 3:1 4:0 5:5 6:5 7:394 8:0 9:0 10:2 11:0
2 1:1 2:1 3:3 4:0 5:4 6:12 7:100 8:0 9:0 10:0 11:1
1 1:1 2:1 3:2 4:0 5:3 6:7 7:0 8:1 9:0 10:3 11:0
1 1:1 2:3 3:0 4:1 5:4 6:6 7:224 8:0 9:0 10:2 11:0
2 1:2 2:0 3:2 4:3 5:6 6:8 7:224 8:0 9:0 10:0 11:0
2 1:3 2:0 3:2 4:1 5:4 6:5 7:69 8:0 9:0 10:2 11:0
2 1:8 2:1 3:2 4:4 5:4 6:9 7:194 8:0 9:0 10:0 11:0
2 1:1 2:0 3:2 4:0 5:2 6:4 7:57 8:0 9:0 10:0 11:0
1 1:1 2:0 3:1 4:1 5:4 6:6 7:133 8:0 9:0 10:0 11:2
1 1:5 2:2 3:2 4:0 5:4 6:6 7:210 8:0 9:0 10:1 11:2
2 1:3 2:1 3:1 4:1 5:3 6:5 7:109 8:2 9:0 10:2 11:0
1 1:4 2:0 3:0 4:0 5:3 6:5 7:132 8:1 9:0 10:2 11:0
2 1:2 2:1 3:1 4:0 5:3 6:6 7:62 8:0 9:0 10:1 11:0
2 1:4 2:1 3:2 4:0 5:3 6:9 7:126 8:1 9:0 10:2 11:2
2 1:2 2:1 3:2 4:0 5:4 6:3 7:81 8:1 9:0 10:1 11:0
2 1:2 2:1 3:2 4:0 5:3 6:8 7:26 8:0 9:0 10:2 11:1
2 1:4 2:0 3:0 4:0 5:4 6:8 7:0 8:0 9:0 10:0 11:0
2 1:1 2:0 3:2 4:0 5:4 6:6 7:32 8:0 9:0 10:1 11:0
1 1:6 2:0 3:1 4:0 5:5 6:7 7:9 8:0 9:0 10:3 11:1
2 1:1 2:0 3:1 4:0 5:4 6:5 7:104 8:0 9:0 10:2 11:0
3 1:5 2:1 3:1 4:0 5:4 6:6 7:166 8:2 9:0 10:4 11:1
2 1:11 2:0 3:1 4:0 5:4 6:6 7:136 8:2 9:0 10:4 11:0
2 1:9 2:0 3:2 4:0 5:5 6:4 7:173 8:2 9:0 10:2 11:0
2 1:1 2:0 3:2 4:0 5:4 6:9 7:319 8:1 9:1 10:1 11:1
2 1:1 2:1 3:0 4:2 5:4 6:6 7:85 8:0 9:0 10:0 11:0
2 1:2 2:0 3:0 4:0 5:4 6:4 7:109 8:0 9:0 10:1 11:0
2 1:5 2:0 3:0 4:0 5:3 6:7 7:310 8:2 9:0 10:3 11:0
2 1:6 2:0 3:1 4:0 5:4 6:8 7:553 8:2 9:0 10:3 11:0
2 1:11 2:0 3:0 4:0 5:4 6:8 7:269 8:0 9:0 10:5 11:0
1 1:1 2:0 3:3 4:0 5:3 6:6 7:162 8:1 9:0 10:3 11:2
1 1:7 2:0 3:0 4:1 5:3 6:3 7:180 8:1 9:0 10:1 11:0
2 1:2 2:0 3:0 4:1 5:3 6:7 7:165 8:0 9:0 10:1 11:0
2 1:4 2:0 3:1 4:0 5:3 6:5 7:230 8:2 9:0 10:3 11:0
2 1:7 2:0 3:2 4:1 5:5 6:4 7:180 8:18 9:30 10:2 11:0
2 1:1 2:0 3:0 4:0 5:4 6:7 7:53 8:0 9:0 10:1 11:0
2 1:0 2:0 3:2 4:0 5:4 6:3 7:53 8:0 9:0 10:3 11:0
2 1:4 2:0 3:2 4:1 5:5 6:8 7:44 8:0 9:0 10:5 11:2
2 1:3 2:1 3:3 4:0 5:5 6:6 7:12 8:1 9:1 10:5 11:2
2 1:2 2:1 3:2 4:2 5:4 6:7 7:44 8:0 9:1 10:0 11:2
1 1:2 2:1 3:0 4:0 5:5 6:7 7:410 8:0 9:0 10:1 11:1
2 1:1 2:1 3:3 4:0 5:4 6:12 7:100 8:0 9:0 10:0 11:1
1 1:7 2:0 3:0 4:2 5:5 6:7 7:251 8:2 9:0 10:3 11:0
2 1:6 2:0 3:0 4:0 5:3 6:8 7:169 8:1 9:0 10:1 11:0
1 1:1 2:0 3:2 4:0 5:3 6:9 7:0 8:1 9:0 10:2 11:0
2 1:1 2:0 3:0 4:2 5:4 6:5 7:77 8:1 9:0 10:3 11:0
1 1:1 2:1 3:0 4:1 5:4 6:6 7:86 8:0 9:0 10:1 11:0
2 1:5 2:2 3:1 4:0 5:3 6:4 7:159 8:4 9:0 10:4 11:0
2 1:1 2:0 3:1 4:0 5:3 6:9 7:41 8:0 9:0 10:3 11:0
2 1:1 2:2 3:2 4:2 5:4 6:10 7:41 8:0 9:0 10:2 11:1
2 1:2 2:2 3:2 4:1 5:3 6:11 7:0 8:0 9:0 10:2 11:0
1 1:2 2:0 3:0 4:1 5:3 6:9 7:29 8:0 9:0 10:0 11:0
2 1:3 2:1 3:2 4:0 5:3 6:5 7:230 8:0 9:0 10:0 11:0
2 1:4 2:1 3:2 4:1 5:3 6:3 7:154 8:0 9:0 10:1 11:0
2 1:1 2:0 3:2 4:0 5:3 6:3 7:154 8:0 9:0 10:0 11:0
1 1:8 2:0 3:2 4:1 5:2 6:6 7:76 8:0 9:0 10:0 11:0
1 1:2 2:1 3:0 4:1 5:3 6:9 7:39 8:1 9:1 10:4 11:1
1 1:4 2:0 3:2 4:1 5:5 6:7 7:104 8:0 9:0 10:2 11:0
